"","iid","id","gender","wave","order","partner","pid","match","samerace","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sportsAct","tvsportsAct","exerciseAct","diningAct","museumsAct","artAct","hikingAct","gamingAct","clubbingAct","readingAct","tvAct","theaterAct","moviesAct","concertsAct","musicAct","shoppingAct","yogaAct","exphappy","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","dec","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","prob","met"
"1518",104,11,1,4,6,6,81,1,1,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,1,8,6,7,7,7,6,8,4,2
"1519",104,11,1,4,11,7,82,0,0,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,1,7,8,7,8,6,5,7,7,2
"1520",104,11,1,4,17,8,83,0,0,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,1,7,6,6,7,7,5,7,5,2
"1521",104,11,1,4,18,9,84,0,0,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,0,6,6,6,6,6,5,6,4,2
"1522",104,11,1,4,7,10,85,0,1,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,0,6,8,6,6,5,5,6,2,2
"1523",104,11,1,4,12,11,86,1,1,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,1,7,7,7,8,7,6,7,7,2
"1524",104,11,1,4,14,12,87,0,1,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,0,7,6,6,6,6,5,6,4,2
"1525",104,11,1,4,13,13,88,0,1,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,0,6,6,6,6,6,5,6,3,2
"1526",104,11,1,4,8,14,89,1,1,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,1,7,7,7,6,7,6,7,7,2
"1527",104,11,1,4,9,15,90,0,0,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,0,10,10,10,10,10,10,10,1,1
"1528",104,11,1,4,16,16,91,0,0,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,0,8,7,7,6,8,6,7,5,2
"1529",104,11,1,4,4,17,92,0,1,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,1,9,8,6,6,6,6,7,5,2
"1530",104,11,1,4,5,18,93,1,1,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,1,7,8,6,8,6,6,7,5,2
"1531",105,12,1,4,13,1,76,1,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,7,7,8,9,8,7,7,4,2
"1532",105,12,1,4,18,2,77,1,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,8,7,8,8,7,7,7,3,2
"1533",105,12,1,4,6,3,78,0,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,0,5,8,8,6,4,6,5,2,2
"1534",105,12,1,4,5,4,79,0,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,0,5,9,8,9,5,6,5,2,2
"1535",105,12,1,4,4,5,80,1,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,6,9,9,6,5,7,5,1,2
"1536",105,12,1,4,9,6,81,0,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,8,7,9,8,10,5,7,1,2
"1537",105,12,1,4,14,7,82,1,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,8,7,7,6,7,6,7,4,2
"1538",105,12,1,4,2,8,83,0,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,8,9,8,7,5,8,6,3,2
"1539",105,12,1,4,3,9,84,1,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,7,9,9,8,7,9,6,4,2
"1540",105,12,1,4,10,10,85,0,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,7,7,8,7,6,7,6,4,2
"1541",105,12,1,4,15,11,86,1,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,8,8,8,8,7,6,7,5,2
"1542",105,12,1,4,17,12,87,0,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,8,7,7,6,7,5,7,1,2
"1543",105,12,1,4,16,13,88,0,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,7,8,8,8,7,7,7,5,2
"1544",105,12,1,4,11,14,89,0,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,7,8,9,6,8,5,7,5,2
"1545",105,12,1,4,12,15,90,0,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,0,6,7,7,5,6,5,6,3,2
"1546",105,12,1,4,1,16,91,1,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,8,8,10,9,7,7,8,10,1
"1547",105,12,1,4,7,17,92,1,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,8,7,8,7,6,6,7,3,2
"1548",105,12,1,4,8,18,93,0,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,8,7,8,7,6,5,7,4,2
"1549",106,13,1,4,3,1,76,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,0,8,3,7,8,4,6,3,2,2
"1550",106,13,1,4,8,2,77,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,1,7,5,7,6,4,6,8,5,2
"1551",106,13,1,4,14,3,78,1,1,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,1,10,10,10,8,8,6,8,2,2
"1552",106,13,1,4,13,4,79,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,1,8,10,10,6,9,8,9,2,2
"1553",106,13,1,4,12,5,80,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,0,8,10,7,3,10,4,5,3,2
"1554",106,13,1,4,17,6,81,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,0,9,5,6,3,10,9,3,7,2
"1555",106,13,1,4,4,7,82,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,0,6,10,5,5,3,6,6,6,2
"1556",106,13,1,4,10,8,83,0,1,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,1,10,10,10,10,10,10,10,7,2
"1557",106,13,1,4,11,9,84,0,1,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,1,10,10,10,8,8,8,10,6,2
"1558",106,13,1,4,18,10,85,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,0,6,10,6,3,6,6,4,5,2
"1559",106,13,1,4,5,11,86,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,0,8,6,7,8,9,1,7,6,2
"1560",106,13,1,4,7,12,87,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,0,7,3,6,8,4,6,5,2,2
"1561",106,13,1,4,6,13,88,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,1,8,10,8,8,6,5,7,3,2
"1562",106,13,1,4,1,14,89,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,1,8,8,8,8,10,6,8,5,2
"1563",106,13,1,4,2,15,90,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,0,6,10,8,3,7,4,7,7,2
"1564",106,13,1,4,9,16,91,1,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,1,10,10,10,10,10,10,10,6,2
"1565",106,13,1,4,15,17,92,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,0,6,10,4,4,6,6,2,1,2
"1566",106,13,1,4,16,18,93,0,0,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,1,9,10,10,8,8,8,10,6,2
"1567",107,14,1,4,12,1,76,1,1,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,9,9,9,9,9,9,9,9,2
"1568",107,14,1,4,17,2,77,1,1,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,6,8,8,8,9,7,6.5,7,2
"1569",107,14,1,4,5,3,78,1,0,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,6.5,7,6.5,5,5,5,5.5,5,2
"1570",107,14,1,4,4,4,79,1,0,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,6,8,9,7,6,5,6,5,2
"1571",107,14,1,4,3,5,80,0,0,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,0,6,8,8,5.5,6,2,5,6.5,2
"1572",107,14,1,4,8,6,81,0,1,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,10,9,9,9,9,8,9,7,2
"1573",107,14,1,4,13,7,82,1,0,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,8,8,8,8,7,7.5,8.5,6.5,2
"1574",107,14,1,4,1,8,83,1,0,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,9,10,9,8,7,6.5,8,9,2
"1575",107,14,1,4,2,9,84,0,0,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,0,7,7,8.5,6.5,9,4,5,3,2
"1576",107,14,1,4,9,10,85,1,1,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,8,8,7,8,6,8,7,6,2
"1577",107,14,1,4,14,11,86,1,1,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,8,8,8,7,8,8,8,8,2
"1578",107,14,1,4,16,12,87,1,1,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,9,9,9,9,9,8.5,8,8,2
"1579",107,14,1,4,15,13,88,0,1,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,9,9,9,9,9,9,8,8,1
"1580",107,14,1,4,10,14,89,0,1,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,0,8,7,9,6,9,4,7,6,2
"1581",107,14,1,4,11,15,90,0,0,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,0,7,8,8,6,6,2,4,4,2
"1582",107,14,1,4,18,16,91,1,0,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,8,9,8,8,8,7,9,9,2
"1583",107,14,1,4,6,17,92,1,1,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,9,9,9,9,9,8,8,6,2
"1584",107,14,1,4,7,18,93,0,1,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,7.5,8.5,9,9.5,9.5,9,8,6.5,2
"1585",108,15,1,4,16,1,76,0,1,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,7,7,8,7,5,8,6,5,2
"1586",108,15,1,4,3,2,77,0,1,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,9,6,7,6,5,3,5,2,2
"1587",108,15,1,4,9,3,78,0,0,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,7,7,5,5,4,3,5,3,2
"1588",108,15,1,4,8,4,79,1,0,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,1,7,8,7,7,4,7,7,5,1
"1589",108,15,1,4,7,5,80,0,0,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,6,8,8,7,6,2,6,6,2
"1590",108,15,1,4,12,6,81,1,1,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,1,8,7,6,7,6,6,7,5,2
"1591",108,15,1,4,17,7,82,0,0,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,6,7,6,7,5,4,6,4,2
"1592",108,15,1,4,5,8,83,0,0,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,6,7,5,7,6,4,6,5,2
"1593",108,15,1,4,6,9,84,1,0,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,1,7,8,9,8,8,5,7,5,2
"1594",108,15,1,4,13,10,85,0,1,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,7,7,6,5,4,3,5,3,2
"1595",108,15,1,4,18,11,86,1,1,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,1,8,6,8,7,7,5,8,2,2
"1596",108,15,1,4,2,12,87,0,1,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,7,7,6,6,7,3,5,4,2
"1597",108,15,1,4,1,13,88,0,1,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,1,8,9,7,8,5,4,7,6,2
"1598",108,15,1,4,14,14,89,0,1,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,6,5,7,6,6,4,5,3,2
"1599",108,15,1,4,15,15,90,0,0,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,6,8,7,6,5,3,5,4,2
"1600",108,15,1,4,4,16,91,0,0,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,1,8,7,7,9,8,4,7,5,2
"1601",108,15,1,4,10,17,92,0,1,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,8,7,6,6,8,2,6,4,2
"1602",108,15,1,4,11,18,93,0,1,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,1,8,8,7,7,6,4,7,4,2
"1603",109,16,1,4,8,1,76,1,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,8,10,8,8,8,7,8,5,2
"1604",109,16,1,4,13,2,77,0,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,7,5,4,7,5,2
"1605",109,16,1,4,1,3,78,1,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,8,8,3,7,5,2
"1606",109,16,1,4,18,4,79,0,1,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,7,7,7,5,7,5,2
"1607",109,16,1,4,17,5,80,1,1,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,7,7,7,5,7,5,2
"1608",109,16,1,4,4,6,81,0,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,8,10,8,6,8,5,8,5,2
"1609",109,16,1,4,9,7,82,1,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,8,7,5,8,5,2
"1610",109,16,1,4,15,8,83,0,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,7,7,5,8,5,2
"1611",109,16,1,4,16,9,84,0,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,8,6,7,8,5,2
"1612",109,16,1,4,5,10,85,0,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,8,7,4,7,5,2
"1613",109,16,1,4,10,11,86,1,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,8,7,8,7,5,2
"1614",109,16,1,4,12,12,87,0,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,8,7,8,6,6,2
"1615",109,16,1,4,11,13,88,0,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,0,7,10,7,6,6,7,5,5,2
"1616",109,16,1,4,6,14,89,0,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,0,8,10,8,6,8,3,5,5,2
"1617",109,16,1,4,7,15,90,1,1,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,6,8,3,5,5,2
"1618",109,16,1,4,14,16,91,1,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,10,10,8,7,8,5,7,5,2
"1619",109,16,1,4,2,17,92,1,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,9,10,8,6,8,3,8,5,2
"1620",109,16,1,4,3,18,93,0,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,7,7,3,8,5,2
"1621",110,17,1,4,7,1,76,1,1,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,1,6,6,8,8,7,3,7,6,2
"1622",110,17,1,4,12,2,77,0,1,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,6,7,8,6,9,8,5,3,2
"1623",110,17,1,4,18,3,78,0,0,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,5,5,7,4,6,6,4,2,2
"1624",110,17,1,4,17,4,79,0,0,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,5,8,9,8,6,6,5,2,2
"1625",110,17,1,4,16,5,80,0,0,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,6,8,8,6,9,6,5,2,2
"1626",110,17,1,4,3,6,81,0,1,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,5,5,8,5,10,5,4,2,2
"1627",110,17,1,4,8,7,82,0,0,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,6,8,9,8,6,7,5,5,2
"1628",110,17,1,4,14,8,83,0,0,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,7,8,9,8,8,6,5,3,2
"1629",110,17,1,4,15,9,84,0,0,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,8,6,7,6,8,6,5,2,2
"1630",110,17,1,4,4,10,85,0,1,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,1,6,8,8,8,8,6,6,4,2
"1631",110,17,1,4,9,11,86,1,1,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,1,7,8,9,8,7,8,8,6,2
"1632",110,17,1,4,11,12,87,0,1,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,1,7,8,8,7,9,6,7,4,2
"1633",110,17,1,4,10,13,88,0,1,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,6,8,8,7,6,6,6,5,2
"1634",110,17,1,4,5,14,89,0,1,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,5,7,8,5,9,6,6,6,2
"1635",110,17,1,4,6,15,90,0,0,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,5,6,8,4,7,6,5,6,2
"1636",110,17,1,4,13,16,91,1,0,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,1,8,8,8,7,8,6,6,4,2
"1637",110,17,1,4,1,17,92,1,1,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,1,9,7,8,8,7,5,7,6,2
"1638",110,17,1,4,2,18,93,0,1,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,5,7,8,7,8,8,5,6,2
"1639",111,18,1,4,6,1,76,0,0,27,8,25,4,7,1,42,5,5,1,7,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,0,3,4,8,8,6,4,5,5,2
