"","match","decM","decW","raterDecAvgW","decAvgM","avgWaveDecW","raterDecAvgM","decAvgW","avgWaveDecM","funAvgRatingM","attrAvgRatingW","ageM","exphappyW","shoppingWealthIndW","goalMeetNewM_goalFunNightWCross","goalMeetNewM_goalMeetNewWCross","goalFunNightM_goalMeetNewWCross","goalFunNightM_goalFunNightWCross","sharPrefW","datesCrossProbDecW","raceAsianM_raceWhiteWCross","fieldsCrossProbMatch","goalsCrossProbMatch","careerAcademicM","racesCrossProbMatch","careerFinanceW","impraceW","impraceM","dateW","probAvgRatingM","probAvgRatingW","impreligW","raceAsianW","careersManProbDecW","careersWomanProbDecW","baselineDecMGuess","baselineDecWGuess","betterDecMGuess","betterDecWGuess","baselineMatchGuess","betterMatchGuess"
"465",0,0,0,0.1,0.2,0.2575,0.75,0.4,0.6025,6.6,5.8,42,4,10,0,0,0,0,13.73,0.184210526315789,0,0.2,0.0357142857142857,0,0.141287284144427,1,8,5,5,6,5.2,6,0,0.268333333333333,0.264094955489614,0.54495710157639,0.0902473975291843,0.608039532599519,0.0690461486647354,0.0520410537988586,0.0686728693386458
"466",0,0,0,0.1,0.3,0.2575,0.45,0.4,0.6025,7.1,5.6,30,4,10,0,0,0,0,13.73,0.271929824561404,0,0.2,0,0,0.08,1,8,1,5,5.45,4.95,6,0,0.217391304347826,0.264094955489614,0.211747484566104,0.140467321961172,0.277114491725505,0.146191088026238,0.0477387299736601,0.0572674315317623
"467",0,1,0,0.15,0.1,0.26,0.7,0.4,0.6025,5.65,5.8,31,4,10,0,0,0,0,13.73,0.338235294117647,0,0.2,0.0357142857142857,0,0.141287284144427,1,8,4,5,5.1,5.1,6,0,0.217391304347826,0.264094955489614,0.479039587442856,0.0703757445322366,0.5982966400531,0.0698273694106125,0.0418520203991288,0.05107877258113
"468",0,1,0,0.1,0.4,0.2575,0.45,0.35,0.6025,7.65,5.8,26,4,10,0,0,0,0,13.73,0.290697674418605,1,0.194805194805195,0,0,0.12,1,8,3,5,6.4,5.15,6,0,0.268333333333333,0.264094955489614,0.171886170321165,0.212178607574443,0.213627330910539,0.136137588123639,0.0584358694524724,0.054616125270148
"469",0,1,0,0.15,0.25,0.2575,0.9,0.35,0.6025,6.95,5.6,29,4,10,0,0,0,0,13.73,0.418604651162791,1,0.2,0,0,0.12,1,8,1,5,6.5,5.2,6,0,0.268333333333333,0.264094955489614,0.66222974716449,0.140117389592048,0.744132009559819,0.100714687604843,0.0771778288715649,0.0767004506240927
"470",0,0,0,0.1,0.05,0.26,0.8,0.4,0.6025,6.25,5.75,27,4,10,0,0,0,0,13.73,0.338235294117647,0,0.194805194805195,0.0357142857142857,0,0.141287284144427,1,8,7,5,5.85,5.15,6,0,0.268333333333333,0.264094955489614,0.60591494147131,0.0440565394992127,0.68696493178301,0.0463316448015404,0.0350704658796773,0.0381159019119668
"471",0,0,1,0.1,0.6,0.2575,0.6,0.45,0.605,6.8,5.7,26,4,10,0,0,0,0,13.73,0.290697674418605,0,0.141025641025641,0.258380151290434,1,0.141287284144427,1,8,8,5,5.9,5.1,6,0,0.277519379844961,0.264094955489614,0.41400414478595,0.419096779686894,0.303738207065491,0.335789086013272,0.14894819579543,0.161539564584212
"472",0,1,0,0.1,0.2,0.2575,0.5,0.4,0.6025,5.5,5.65,24,4,10,0,0,0,0,13.73,0.290697674418605,0,0.141025641025641,0,1,0.141287284144427,1,8,9,5,4.7,5.05,6,0,0.277519379844961,0.264094955489614,0.253098670097095,0.0902473975291843,0.215196676247547,0.0493626721977497,0.0376477101855328,0.0184590974541085
"473",0,1,0,0.1,0.5,0.26,0.65,0.35,0.6025,7.7,5.75,26,4,10,0,0,0,0,13.73,0.418604651162791,0,0.194805194805195,0,0,0.141287284144427,1,8,1,5,6.3,5.2,6,0,0.268333333333333,0.264094955489614,0.360706728391632,0.303725442412331,0.421314365344299,0.325678237919731,0.0998883222424884,0.0937316102107084
"474",0,0,0,0.15,0.15,0.2575,0.8,0.45,0.605,7.1,5.7,25,4,10,0,0,0,0,13.73,0.338235294117647,0,0.2,0,0,0.0780455542707112,1,8,1,5,6,5.1,6,0,0.298245614035088,0.264094955489614,0.65718238828212,0.0900183966361164,0.703766403082283,0.0931139936994483,0.061007379118217,0.0529903120087321
"475",0,0,0,0.15,0.25,0.2575,0.9,0.45,0.6025,6.1,5.85,27,4,10,0,0,0,0,13.73,0.271929824561404,1,0.194805194805195,0.0357142857142857,0,0.12,1,8,6,5,5.8,5,6,0,0.268333333333333,0.264094955489614,0.762947466899785,0.140117389592048,0.771804314456284,0.0435858617678218,0.0931038263385239,0.0524801838689367
"476",0,0,0,0.1,0.05,0.2575,0.65,0.45,0.605,4.5,5.75,27,4,10,0,0,0,0,13.73,0.271929824561404,0,0,0.0357142857142857,1,0.141287284144427,1,8,8,5,4.4,5.3,6,0,0.277519379844961,0.264094955489614,0.475458992638609,0.0448203303231111,0.355533682326528,0.0172681721963468,0.0318466493964583,0.0096639094365395
"477",0,1,0,0.2,0.15,0.2575,0.7,0.65,0.6,6.7,5.9,23,5,3,0,0,0,1,17.31,0.25,0,0.208791208791209,0.182584269662921,1,0.141287284144427,0,5,6,7,5.45,4.75,5,0,0.277519379844961,0.311475409836066,0.754912909403098,0.11238114920437,0.705482299407828,0.165120998872948,0.0922253195067326,0.14706862376708
"478",0,1,0,0.25,0.05,0.2575,0.8,0.65,0.6,5.65,6.15,28,5,3,1,0,0,0,17.31,0.275510204081633,0,0.0753378995546535,0.146757679180887,1,0.141287284144427,0,5,6,7,5.65,4.65,5,0,0.277519379844961,0.311475409836066,0.835112632231522,0.0895748499959051,0.78870213073893,0.100576197482472,0.0907075440046627,0.0813295643151254
"479",0,0,1,0.2,0.25,0.2575,0.55,0.7,0.605,5.95,6.25,32,5,3,0,0,0,0,17.31,0.333333333333333,0,0.0454545454545455,0.196078431372549,0,0.141287284144427,0,5,1,7,5.85,4.85,5,0,0.263157894736842,0.311475409836066,0.644283477127692,0.171198731696702,0.620864776832379,0.232421464131272,0.110773687871855,0.116061402018918
"480",0,0,0,0.2,0.25,0.26,0.55,0.7,0.6025,7.35,6.2,28,5,3,0,0,0,1,17.31,0.333333333333333,0,0.128205128205128,0.182584269662921,0,0.08,0,5,4,7,6.45,4.65,5,0,0.268333333333333,0.311475409836066,0.648229282894771,0.169999029809317,0.632975183429373,0.292546980060763,0.110658797104518,0.157724244667613
"481",0,0,0,0.2,0.7,0.2575,0.25,0.7,0.6025,7.9,6.35,23,5,3,1,0,0,0,17.31,0.414634146341463,0,0.128205128205128,0.146757679180887,0,0.141287284144427,0,5,1,7,5.9,5,5,0,0.298245614035088,0.311475409836066,0.292823441352959,0.666081351998283,0.242682282343725,0.822135773368771,0.257990004855752,0.258369379032624
"482",0,0,0,0.2,0.35,0.2575,0.35,0.65,0.605,7,6.45,26,5,3,1,0,0,0,17.31,0.25,0,0.128205128205128,0.146757679180887,0,0.141287284144427,0,5,7,7,6.1,4.9,5,0,0.268333333333333,0.311475409836066,0.345250793298518,0.255748630526302,0.335053505060387,0.331795960556678,0.105237638006933,0.112312655073714
"483",0,1,0,0.2,0.05,0.26,0.6,0.65,0.6025,5.4,6.3,24,5,3,0,0,0,0,17.31,0.333333333333333,1,0.208791208791209,0.26,1,0.12,0,5,1,7,5.9,4.85,5,0,0.277519379844961,0.311475409836066,0.647823742771379,0.070197737741874,0.758458489331644,0.110516376516711,0.0600798191617238,0.140447802573086
"484",0,0,0,0.25,0.4,0.2575,0.35,0.7,0.605,7.45,6.4,28,5,3,0,0,0,1,17.31,0.25,0,0.208791208791209,0.182584269662921,0,0.141287284144427,0,5,7,7,6.05,4.95,5,0,0.268333333333333,0.311475409836066,0.400905400406846,0.360944753252441,0.389696693404702,0.468545893608491,0.15215403449958,0.223938373210529
"485",0,1,0,0.2,0.2,0.2575,0.75,0.65,0.6025,6.7,6.2,42,5,3,1,0,0,0,17.31,0.333333333333333,0,0.131578947368421,0.146757679180887,0,0.141287284144427,0,5,5,7,6.4,4.85,5,0,0.268333333333333,0.311475409836066,0.795086648126957,0.139778690766902,0.797399430664171,0.284772196500581,0.112397190271172,0.214911119952841
"486",0,1,0,0.2,0.25,0.2575,0.4,0.65,0.6025,7.3,6.2,30,5,3,0,0,0,1,17.31,0.25,0,0.131578947368421,0.182584269662921,0,0.08,0,5,1,7,5.9,4.75,5,0,0.217391304347826,0.311475409836066,0.404188403108021,0.172562481486522,0.421463248371441,0.303996795796588,0.0844732744237837,0.162709126331447
"487",0,1,0,0.2,0.1,0.2575,0.65,0.6,0.6025,5.55,6.15,31,5,3,1,0,0,0,17.31,0.26027397260274,0,0.131578947368421,0.146757679180887,0,0.141287284144427,0,5,4,7,5.5,4.8,5,0,0.217391304347826,0.311475409836066,0.650331417987488,0.0897942514393341,0.695584571802486,0.121161192984537,0.0678320150808615,0.0894584169822299
"488",0,0,0,0.25,0.45,0.2575,0.55,0.7,0.605,7.7,6.3,26,5,3,0,0,0,1,17.31,0.275510204081633,1,0.128205128205128,0.182584269662921,0,0.12,0,5,3,7,6.2,5,5,0,0.268333333333333,0.311475409836066,0.644283477127692,0.420459541038645,0.56391249366439,0.371048377740161,0.216150934245147,0.227920156859851
"489",0,1,0,0.25,0.25,0.2575,0.9,0.65,0.6025,7,6.25,29,5,3,0,0,0,1,17.31,0.414634146341463,1,0.131578947368421,0.182584269662921,0,0.12,0,5,1,7,6.35,4.75,5,0,0.268333333333333,0.311475409836066,0.891077026867171,0.210686843448533,0.892190190267819,0.253471506420369,0.176222695342105,0.250771535790026
"490",0,1,0,0.25,0.05,0.26,0.75,0.65,0.6,6.25,6.2,27,5,3,1,0,0,0,17.31,0.26027397260274,0,0.128205128205128,0.146757679180887,0,0.141287284144427,0,5,7,7,5.85,4.85,5,0,0.268333333333333,0.311475409836066,0.797971812748502,0.088116805771533,0.77698786045401,0.124436327577486,0.0847434428105377,0.0971483185643339
"491",0,0,1,0.15,0.65,0.255,0.6,0.7,0.605,6.75,6.4,26,5,3,0,0,0,0,17.31,0.275510204081633,0,0.208791208791209,0.121951219512195,1,0.141287284144427,0,5,8,7,6.1,4.55,5,0,0.277519379844961,0.311475409836066,0.699167984026495,0.54695454280588,0.638462421718967,0.402664612176235,0.289001870794135,0.198833546017101
"492",0,1,0,0.2,0.15,0.2575,0.5,0.65,0.6,5.45,6.35,24,5,3,0,0,0,1,17.31,0.275510204081633,0,0.208791208791209,0.182584269662921,1,0.141287284144427,0,5,9,7,4.9,4.75,5,0,0.277519379844961,0.311475409836066,0.532266220024721,0.11238114920437,0.540162514906017,0.133313991950779,0.0719027949432273,0.0920143778004912
"493",0,1,0,0.2,0.45,0.2575,0.6,0.65,0.6025,7.8,6,26,5,3,0,0,0,1,17.31,0.414634146341463,0,0.128205128205128,0.182584269662921,0,0.141287284144427,0,5,1,7,6.55,4.85,5,0,0.268333333333333,0.311475409836066,0.647823742771379,0.361700725253399,0.604244891330029,0.5672817511263,0.185512225254073,0.254783267527764
"494",1,1,1,0.15,0.15,0.255,0.75,0.6,0.6025,7.2,6,25,5,3,0,0,0,1,17.31,0.26027397260274,0,0.131578947368421,0.182584269662921,0,0.0753378995546535,0,5,1,7,6.25,4.6,5,0,0.298245614035088,0.311475409836066,0.753628213357872,0.0902533679675245,0.733433676143331,0.135486063520936,0.0749507439625546,0.096750861616383
"495",1,1,1,0.15,0.25,0.255,0.85,0.65,0.6,6.1,6.4,27,5,3,1,0,0,0,17.31,0.25,1,0.128205128205128,0.146757679180887,0,0.12,0,5,6,7,5.85,4.95,5,0,0.268333333333333,0.311475409836066,0.866564649532801,0.140879748495163,0.843645095261768,0.0779062576523122,0.124332575390909,0.0903270395936134
"496",0,1,0,0.2,0.05,0.2575,0.6,0.65,0.6025,4.15,6.05,27,5,3,1,0,0,0,17.31,0.25,0,0.0513167019494862,0.146757679180887,1,0.141287284144427,0,5,8,7,4.3,4.85,5,0,0.277519379844961,0.311475409836066,0.647823742771379,0.0713818156087219,0.52457035691967,0.0534737527878617,0.0604561588353032,0.0320012036708689
"497",0,0,0,0.85,0.15,0.2575,0.8,0.45,0.605,6.6,5.9,23,6,5,0,0,0,1,12.5,0.271929824561404,0,0.141025641025641,0.182584269662921,1,0.215909090909091,0,2,6,5,5.6,5.35,2,0,0.277519379844961,0.208888888888889,0.65718238828212,0.76196905291698,0.593605241883298,0.652496709445186,0.387879229856837,0.324665417229992
"498",1,1,1,0.85,0,0.255,0.8,0.45,0.6,5.6,5.6,28,6,5,1,0,0,0,12.5,0.290697674418605,0,0.225403330758517,0.146757679180887,1,0.215909090909091,0,2,6,5,5.45,5.7,2,0,0.277519379844961,0.208888888888889,0.661618169074937,0.597187010938048,0.666339077459666,0.54300189591868,0.275065753148325,0.269483083513573
"499",1,1,1,0.85,0.3,0.255,0.5,0.4,0.6025,6.25,5.95,32,6,5,0,0,0,0,12.5,0.184210526315789,0,0.256696562634075,0.196078431372549,0,0.215909090909091,0,2,1,5,5.95,5.45,2,0,0.263157894736842,0.208888888888889,0.253098670097095,0.869849554241904,0.335105684215711,0.806846507737769,0.37025591976383,0.411073642432205
"500",1,1,1,0.85,0.25,0.255,0.5,0.4,0.6025,7.35,5.95,28,6,5,0,0,0,1,12.5,0.184210526315789,0,0.194805194805195,0.182584269662921,0,0.214188317724915,0,2,4,5,6.4,5.35,2,0,0.268333333333333,0.208888888888889,0.253098670097095,0.838795966164071,0.266137568688308,0.771092314600836,0.333985575370281,0.348537816392475
"501",0,0,1,0.85,0.65,0.255,0.25,0.5,0.605,7.8,6.15,23,6,5,1,0,0,0,12.5,0.418604651162791,0,0.194805194805195,0.146757679180887,0,0.215909090909091,0,2,1,5,5.75,5.5,2,0,0.298245614035088,0.208888888888889,0.135717413551817,0.974643487255133,0.136901213112516,0.978358024404036,0.625094929823325,0.593984118645568
"502",0,0,1,0.85,0.3,0.255,0.35,0.5,0.605,6.9,6.05,26,6,5,1,0,0,0,12.5,0.271929824561404,0,0.194805194805195,0.146757679180887,0,0.215909090909091,0,2,7,5,5.75,5.6,2,0,0.268333333333333,0.208888888888889,0.205230126546534,0.869849554241904,0.208263005278894,0.849209130361322,0.381577099911055,0.355388201554693
"503",0,1,0,0.9,0.05,0.2575,0.65,0.4,0.6,4.9,6.1,24,6,5,0,0,0,0,12.5,0.184210526315789,0,0.141025641025641,0.26,1,0.166666666666667,0,2,1,5,5.9,5.45,2,0,0.277519379844961,0.208888888888889,0.421901924593731,0.713626583274682,0.479800228294696,0.524680637630366,0.287350823997974,0.222134373646851
"504",0,0,1,0.85,0.35,0.255,0.35,0.5,0.605,7.2,6.3,28,6,5,0,0,0,1,12.5,0.271929824561404,0,0.141025641025641,0.182584269662921,0,0.215909090909091,0,2,7,5,5.75,5.4,2,0,0.268333333333333,0.208888888888889,0.205230126546534,0.895650956101705,0.188466280283498,0.858392935537633,0.419985332607098,0.392111891670349
"505",1,1,1,0.85,0.15,0.255,0.75,0.45,0.6,6.35,5.9,42,6,5,1,0,0,0,12.5,0.184210526315789,0,0.2,0.146757679180887,0,0.215909090909091,0,2,5,5,6.25,5.45,2,0,0.268333333333333,0.208888888888889,0.603892891773467,0.759147546908188,0.614874630669129,0.665651360506808,0.36432578733558,0.384560320139736
"506",0,0,1,0.8,0.2,0.2575,0.4,0.45,0.605,6.9,5.95,30,6,5,0,0,0,1,12.5,0.271929824561404,0,0.2,0.182584269662921,0,0.316260283441133,0,2,1,5,5.75,5.35,2,0,0.217391304347826,0.208888888888889,0.207020437425174,0.756575344659223,0.29199652127746,0.790277377112773,0.267279633182208,0.440449746336928
"507",0,0,1,0.85,0.05,0.255,0.75,0.45,0.605,5.7,6.15,31,6,5,1,0,0,0,12.5,0.338235294117647,0,0.2,0.146757679180887,0,0.215909090909091,0,2,4,5,5.25,5.65,2,0,0.217391304347826,0.208888888888889,0.598883025445263,0.65600950434455,0.722404434378212,0.66111352627717,0.302225510350378,0.377579705204689
"508",0,0,1,0.85,0.4,0.255,0.55,0.45,0.605,7.7,5.95,26,6,5,0,0,0,1,12.5,0.290697674418605,0,0.194805194805195,0.182584269662921,0,0.166666666666667,0,2,3,5,6.1,5.3,2,0,0.268333333333333,0.208888888888889,0.355152039721932,0.916817251382224,0.350508692681031,0.893906098390519,0.501858548354753,0.50765848876716
"509",1,1,1,0.85,0.2,0.255,0.9,0.4,0.6,6.9,5.9,29,6,5,0,0,0,1,12.5,0.418604651162791,0,0.2,0.182584269662921,0,0.166666666666667,0,2,1,5,6.55,5.35,2,0,0.268333333333333,0.208888888888889,0.717015169733587,0.801989089009628,0.785088997330871,0.811231658336268,0.425667537666925,0.480265994953233
"510",0,0,1,0.85,0,0.255,0.8,0.45,0.6025,6.1,5.95,27,6,5,1,0,0,0,12.5,0.338235294117647,0,0.194805194805195,0.146757679180887,0,0.215909090909091,0,2,7,5,5.55,5.5,2,0,0.268333333333333,0.208888888888889,0.661060282364327,0.597187010938048,0.717865948277322,0.611265852387287,0.284633279988958,0.318317980571523
"511",0,0,0,0.9,0.65,0.26,0.6,0.45,0.605,6.95,6,26,6,5,0,0,0,0,12.5,0.290697674418605,0,0.141025641025641,0.121951219512195,1,0.215909090909091,0,2,8,5,5.95,5.3,2,0,0.277519379844961,0.208888888888889,0.41400414478595,0.98076882236077,0.286943115338095,0.930772878427923,0.739346569149388,0.457200046312145
"512",1,1,1,0.85,0.1,0.255,0.5,0.4,0.6,5.4,6,24,6,5,0,0,0,1,12.5,0.290697674418605,0,0.141025641025641,0.182584269662921,1,0.215909090909091,0,2,9,5,4.85,5.45,2,0,0.277519379844961,0.208888888888889,0.256576801318935,0.710324400533361,0.237041783600866,0.573035103555573,0.238108236717955,0.170098167040544
"513",0,0,1,0.85,0.4,0.2575,0.65,0.45,0.605,7.8,6.2,26,6,5,0,0,0,1,12.5,0.418604651162791,0,0.194805194805195,0.182584269662921,0,0.215909090909091,0,2,1,5,6.5,5.45,2,0,0.268333333333333,0.208888888888889,0.475458992638609,0.915440302835154,0.554780809354559,0.928144750102478,0.534459112212256,0.614707906545885
"514",1,1,1,0.85,0.1,0.255,0.75,0.45,0.6,6.75,5.75,25,6,5,0,0,0,1,12.5,0.338235294117647,0,0.2,0.182584269662921,0,0.235147072961082,0,2,1,5,5.95,5.3,2,0,0.298245614035088,0.208888888888889,0.603892891773467,0.710324400533361,0.629819395486707,0.723494926916131,0.328207516824619,0.363783327522661
"515",1,1,1,0.85,0.25,0.255,0.85,0.4,0.6,6.25,6.15,27,6,5,1,0,0,0,12.5,0.271929824561404,0,0.194805194805195,0.146757679180887,0,0.166666666666667,0,2,6,5,5.85,5.55,2,0,0.268333333333333,0.208888888888889,0.663943468535907,0.838795966164071,0.682980704134742,0.712784048917158,0.448275735824544,0.330393266877328
"516",0,0,1,0.85,0,0.255,0.65,0.45,0.605,3.9,5.95,27,6,5,1,0,0,0,12.5,0.271929824561404,0,0.225403330758517,0.146757679180887,1,0.215909090909091,0,2,8,5,4.35,5.55,2,0,0.277519379844961,0.208888888888889,0.475458992638609,0.597187010938048,0.53889377843255,0.386278363718634,0.243711326235385,0.163672601079615
"517",0,1,0,0.2,0.15,0.26,0.75,0.95,0.6025,6.9,8.3,23,6,9,0,0,0,1,13.46,0.257142857142857,0,0.208791208791209,0.182584269662921,1,0.141287284144427,0,9,6,3,5.5,5.55,5,0,0.277519379844961,0.344827586206897,0.94167876568106,0.110595833248672,0.951925698686345,0.145689701593322,0.166061415481955,0.227574963525916
"518",0,1,0,0.2,0.05,0.2575,0.8,0.95,0.6025,5.5,8.35,28,6,9,1,0,0,0,13.46,0.289473684210526,0,0.101389962219429,0.146757679180887,1,0.141287284144427,0,9,6,3,5.25,5.7,5,0,0.277519379844961,0.344827586206897,0.953925259255145,0.0713818156087219,0.959559543664112,0.0781442035695065,0.135269607995423,0.113689915521832
"519",0,1,0,0.15,0.3,0.2575,0.5,0.95,0.6025,6.1,8.5,32,6,9,0,0,0,0,13.46,0.19047619047619,0,0.0454545454545455,0.196078431372549,0,0.141287284144427,0,9,1,3,5.85,5.45,5,0,0.263157894736842,0.344827586206897,0.82313528897611,0.172974544167366,0.847398486330399,0.147814706631368,0.163220635872657,0.125452722929248
"520",0,1,0,0.15,0.3,0.26,0.55,0.95,0.6025,7.15,8.45,28,6,9,0,0,0,1,13.46,0.19047619047619,0,0.128205128205128,0.182584269662921,0,0.08,0,9,4,3,6.15,5.6,5,0,0.268333333333333,0.344827586206897,0.856522830065725,0.170405880079465,0.873570276528449,0.157734526191207,0.171751384865237,0.156677371927046
"521",1,1,1,0.1,0.6,0.2575,0.2,0.95,0.6025,7.7,8.4,23,6,9,1,0,0,0,13.46,0.411764705882353,0,0.128205128205128,0.146757679180887,0,0.141287284144427,0,9,1,3,5.5,5.4,5,0,0.298245614035088,0.344827586206897,0.509779704733846,0.419096779686894,0.562676057997415,0.635086906132995,0.214887358644427,0.215823150805018
"522",1,1,1,0.1,0.3,0.255,0.3,0.95,0.6,6.7,8.55,26,6,9,1,0,0,0,13.46,0.257142857142857,0,0.128205128205128,0.146757679180887,0,0.141287284144427,0,9,7,3,5.8,5.45,5,0,0.268333333333333,0.344827586206897,0.635960163928548,0.141105399067649,0.718462034131093,0.18389801722425,0.109860364703056,0.103571367764069
"523",0,1,0,0.15,0.05,0.2575,0.6,0.95,0.6,5.45,8.55,24,6,9,0,0,0,0,13.46,0.19047619047619,1,0.208791208791209,0.26,1,0.12,0,9,1,3,5.85,5.65,5,0,0.277519379844961,0.344827586206897,0.886280857416277,0.0566550419251479,0.945937033274415,0.0504348031895566,0.0925142385356938,0.151709386195032
"524",0,1,0,0.15,0.4,0.2575,0.25,0.95,0.6025,7.2,8.5,28,6,9,0,0,0,1,13.46,0.257142857142857,0,0.208791208791209,0.182584269662921,0,0.141287284144427,0,9,7,3,5.75,5.8,5,0,0.268333333333333,0.344827586206897,0.571925788815508,0.25634218158242,0.668283692902052,0.34813762744915,0.160229284658439,0.219405635954836
"525",0,1,0,0.15,0.25,0.2575,0.75,0.95,0.6025,6.5,8.4,42,6,9,1,0,0,0,13.46,0.19047619047619,0,0.131578947368421,0.146757679180887,0,0.141287284144427,0,9,5,3,6,5.55,5,0,0.268333333333333,0.344827586206897,0.94167876568106,0.140117389592048,0.950743962503361,0.149824768549854,0.189621206549759,0.223905019598662
"526",0,0,0,0.15,0.3,0.2575,0.4,1,0.6025,7.1,8.5,30,6,9,0,0,0,1,13.46,0.257142857142857,0,0.131578947368421,0.182584269662921,0,0.08,0,9,1,3,5.25,5.6,5,0,0.217391304347826,0.344827586206897,0.785982245079591,0.172974544167366,0.847438819202304,0.261666968268131,0.158843942497508,0.229027589600713
"527",0,1,0,0.15,0.1,0.2575,0.7,0.95,0.6025,5.45,8.5,31,6,9,1,0,0,0,13.46,0.0740740740740741,0,0.131578947368421,0.146757679180887,0,0.141287284144427,0,9,4,3,5.45,5.45,5,0,0.217391304347826,0.344827586206897,0.926425764787558,0.071562571287064,0.947442811859838,0.0406065422381282,0.119717229993423,0.0914543909905766
"528",0,1,0,0.15,0.4,0.2575,0.45,0.95,0.6,7.65,8.55,26,6,9,0,0,0,1,13.46,0.289473684210526,1,0.128205128205128,0.182584269662921,0,0.12,0,9,3,3,5.95,5.6,5,0,0.268333333333333,0.344827586206897,0.786917151316501,0.25634218158242,0.824161290043811,0.256403984629198,0.200994698502626,0.239025910545911
"529",0,1,0,0.15,0.25,0.2575,0.9,0.95,0.6,6.6,8.35,29,6,9,0,0,0,1,13.46,0.411764705882353,1,0.131578947368421,0.182584269662921,0,0.12,0,9,1,3,6.45,5.5,5,0,0.268333333333333,0.344827586206897,0.971945789861931,0.140117389592048,0.981627476494389,0.134370069523081,0.224177924866288,0.243319913162406
"530",0,1,0,0.15,0.05,0.2575,0.75,0.95,0.6,6,8.45,27,6,9,1,0,0,0,13.46,0.0740740740740741,0,0.128205128205128,0.146757679180887,0,0.141287284144427,0,9,7,3,5.55,5.35,5,0,0.268333333333333,0.344827586206897,0.942643091141574,0.0566550419251479,0.948049867051591,0.0367703386734587,0.111099671694215,0.0814044285914007
"531",0,1,0,0.15,0.65,0.2575,0.55,0.95,0.6,6.85,8.4,26,6,9,0,0,0,0,13.46,0.289473684210526,0,0.208791208791209,0.121951219512195,1,0.141287284144427,0,9,8,3,6.05,5.45,5,0,0.277519379844961,0.344827586206897,0.858692022179816,0.547308546471075,0.866498686124739,0.420492262681553,0.390268778799406,0.260434760071856
"532",0,1,0,0.15,0.15,0.2575,0.5,0.95,0.6025,5.4,8.55,24,6,9,0,0,0,1,13.46,0.289473684210526,0,0.208791208791209,0.182584269662921,1,0.141287284144427,0,9,9,3,4.95,5.7,5,0,0.277519379844961,0.344827586206897,0.82313528897611,0.0900183966361164,0.881598719435113,0.0972032595783306,0.108257555648461,0.115355485387325
"533",1,1,1,0.1,0.4,0.255,0.65,0.95,0.6,7.5,8.45,26,6,9,0,0,0,1,13.46,0.411764705882353,0,0.128205128205128,0.182584269662921,0,0.141287284144427,0,9,1,3,6.2,5.55,5,0,0.268333333333333,0.344827586206897,0.909047072676393,0.213162754321211,0.935897064893966,0.344990506567568,0.214784764523636,0.260733114181171
"534",0,1,0,0.15,0.15,0.2575,0.75,0.9,0.6025,6.95,8.3,25,6,9,0,0,0,1,13.46,0.0740740740740741,0,0.131578947368421,0.182584269662921,0,0.175378874876468,0,9,1,3,6.05,5.45,5,0,0.298245614035088,0.344827586206897,0.927176692570794,0.0900183966361164,0.933471034035804,0.0651148728668935,0.133297353885035,0.119503771312013
"535",0,1,0,0.15,0.25,0.2575,0.85,0.95,0.6,6.3,8.55,27,6,9,1,0,0,0,13.46,0.257142857142857,1,0.128205128205128,0.146757679180887,0,0.12,0,9,6,3,5.8,5.85,5,0,0.268333333333333,0.344827586206897,0.964311803585571,0.140117389592048,0.969136957797675,0.0815216988080067,0.212463438656981,0.155732230742348
"536",0,1,0,0.15,0.05,0.2575,0.55,0.95,0.6,4.3,8.4,27,6,9,1,0,0,0,13.46,0.257142857142857,0,0.0780455542707112,0.146757679180887,1,0.141287284144427,0,9,8,3,4.65,5.65,5,0,0.277519379844961,0.344827586206897,0.858692022179816,0.0566550419251479,0.875815128926504,0.0423677997897094,0.086975814787271,0.0467022653677917
"537",0,1,0,0.55,0.15,0.26,0.7,1,0.6025,6.6,7.65,23,5,9,0,0,1,0,17.31,0.2,0,0.208791208791209,0.169381107491857,1,0.215909090909091,1,2,6,4,5.55,5.45,1,0,0.277519379844961,0.264094955489614,0.9410680538058,0.412300098955658,0.930062960521916,0.357262860793442,0.391881894888814,0.484839009213938
"538",0,1,0,0.6,0.05,0.2575,0.75,1,0.6,5.4,7.55,28,5,9,0,1,0,0,17.31,0.28,0,0.383558599703102,0.0909090909090909,1,0.215909090909091,1,2,6,4,5.5,5.95,1,0,0.277519379844961,0.264094955489614,0.954216571363357,0.357155404081917,0.97121874616675,0.381498945601151,0.37475250545528,0.475657598604312
"539",1,1,1,0.55,0.25,0.255,0.5,1,0.6025,5.85,7.7,32,5,9,0,0,0,0,17.31,0.25531914893617,0,0.0454545454545455,0.0357142857142857,0,0.215909090909091,1,2,1,4,5.7,5.85,1,0,0.263157894736842,0.264094955489614,0.855128050232676,0.542189063586405,0.816584115153043,0.293398379323517,0.396780189540168,0.177211665494497
"540",0,1,0,0.6,0.25,0.2575,0.5,1,0.6,7.15,7.7,28,5,9,0,0,1,0,17.31,0.25531914893617,0,0.128205128205128,0.169381107491857,0,0.363603896932107,1,2,4,4,6.45,5.85,1,0,0.268333333333333,0.264094955489614,0.857315422326582,0.601803422512142,0.841501372629224,0.636166732456815,0.445536812394909,0.5681031077338
