"","X","iid","id","gender","wave","order","partner","pid","match","samerace","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sportsAct","tvsportsAct","exerciseAct","diningAct","museumsAct","artAct","hikingAct","gamingAct","clubbingAct","readingAct","tvAct","theaterAct","moviesAct","concertsAct","musicAct","shoppingAct","yogaAct","exphappy","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","dec","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","prob","met","goalMeetNew","goalFunNight","goalOther","goalGetDate","goalSeriousRel","goalSayDid","date7","date5","date3","date4","date6","date1","date2","raceAsian","raceWhite","rateOther","raceLatino","raceBlack","go_out1","go_out4","go_out2","go_out3","go_out7","go_out5","go_out6","fieldLaw","fieldMath","fieldPoliSci","fieldBusiness","fieldEngin","fieldAcademia","fieldSocialSci","fieldSocialWork","fieldUndecided","fieldMedicine","fieldHistReligPhil","fieldEnglish","fieldScience","fieldFilm","fieldLanguages","fieldArts","fieldArch","fieldOther","careerCreative","careerLaw","careerInternational","careerAcademic","careerFinance","careerUndecided","careerEngineer","careerPsychology","careerMedicine","careerSports","careerSocialWork","careerRealEstate","careerOther","careerSpeech","careerArch","careerPolitics","careerJourn","activityAvg","sportsActAdj","tvsportsActAdj","exerciseActAdj","diningActAdj","museumsActAdj","artActAdj","hikingActAdj","gamingActAdj","clubbingActAdj","readingActAdj","tvActAdj","theaterActAdj","moviesActAdj","concertsActAdj","musicActAdj","shoppingActAdj","yogaActAdj","raterDecSum","decSum","attrRatingAvg","sincRatingAvg","intelRatingAvg","funRatingAvg","ambRatingAvg","sharRatingAvg","likeRatingAvg","decAvg","raterDecAvg","attrRatingGuess","sincRatingGuess","intelRatingGuess","funRatingGuess","ambRatingGuess","sharRatingGuess","likeRatingGuess"
"1146",1538,105,12,1,4,2,8,83,0,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,8,9,8,7,5,8,6,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11764705882353,2.88235294117647,2.88235294117647,-0.117647058823529,1.88235294117647,-1.11764705882353,-1.11764705882353,-3.11764705882353,-2.11764705882353,0.882352941176471,1.88235294117647,-0.117647058823529,-0.117647058823529,0.882352941176471,-2.11764705882353,0.882352941176471,-1.11764705882353,-1.11764705882353,15,13,7.29411764705882,8,7.76470588235294,7.35294117647059,7.17647058823529,6.20588235294118,7.29411764705882,0.705882352941177,0.823529411764706,7.44494884257562,8.08527916039806,8.37548922503009,6.84056013410597,6.6024738883471,6.59257229347906,7.16495987435001
"1147",1556,106,13,1,4,10,8,83,0,1,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,1,10,10,10,10,10,10,10,7,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52941176470588,-3.52941176470588,-1.52941176470588,-3.52941176470588,3.47058823529412,0.470588235294118,-0.529411764705882,-1.52941176470588,3.47058823529412,-3.52941176470588,3.47058823529412,2.47058823529412,1.47058823529412,3.47058823529412,-3.52941176470588,2.47058823529412,-0.529411764705882,-2.52941176470588,9,13,7.17647058823529,7.94117647058824,7.64705882352941,7.17647058823529,6.88235294117647,6.08823529411765,7.05882352941176,0.705882352941177,0.470588235294118,8.13907697941796,8.44010027997551,7.50485233669439,6.16162592924439,7.75143953769036,7.38836740667019,6.90262540947508
"1148",1574,107,14,1,4,1,8,83,1,0,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,1,9,10,9,8,7,6.5,8,9,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76470588235294,1.23529411764706,-3.76470588235294,-1.76470588235294,1.23529411764706,0.235294117647059,1.23529411764706,2.23529411764706,-4.76470588235294,1.23529411764706,1.23529411764706,-4.76470588235294,-0.764705882352941,1.23529411764706,3.23529411764706,3.23529411764706,-4.76470588235294,4.23529411764706,14,13,7.23529411764706,7.94117647058824,7.70588235294118,7.29411764705882,7.05882352941176,6.29411764705882,7.17647058823529,0.705882352941177,0.764705882352941,8.04534912379002,8.35488415780402,8.37091580469959,0,7.53497619006814,6.15555454524656,7.38331881429468
"1149",1592,108,15,1,4,5,8,83,0,0,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,0,6,7,5,7,6,4,6,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.70588235294118,2.29411764705882,-1.70588235294118,-0.705882352941177,0.294117647058823,1.29411764705882,2.29411764705882,-1.70588235294118,-2.70588235294118,0.294117647058823,2.29411764705882,-1.70588235294118,2.29411764705882,2.29411764705882,-0.705882352941177,1.29411764705882,-2.70588235294118,-2.70588235294118,7,13,7.41176470588235,8.11764705882353,7.94117647058824,7.35294117647059,7.11764705882353,6.44117647058824,7.29411764705882,0.764705882352941,0.411764705882353,7.70830565102305,7.83594489860861,7.42958160019575,7.96753161330877,6.73567217802676,5.2595378831404,6.8770302713449
"1150",1610,109,16,1,4,15,8,83,0,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,7,7,5,8,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,-3.88235294117647,-4.88235294117647,-3.88235294117647,4.11764705882353,4.11764705882353,4.11764705882353,-4.88235294117647,-3.88235294117647,-3.88235294117647,4.11764705882353,-0.882352941176471,1.11764705882353,4.11764705882353,4.11764705882353,4.11764705882353,-0.882352941176471,-2.88235294117647,16,13,7.35294117647059,7.94117647058824,7.76470588235294,7.35294117647059,7.05882352941176,6.38235294117647,7.17647058823529,0.705882352941177,0.882352941176471,7.75363608393497,9.97288370006181,7.9836161082389,7.54830292505385,7.32910813846656,4.89798167165637,7.48258816871411
"1151",1628,110,17,1,4,14,8,83,0,0,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,7,8,9,8,8,6,5,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05882352941176,-2.05882352941176,-3.05882352941176,1.94117647058824,0.941176470588236,0.941176470588236,2.94117647058824,1.94117647058824,-4.05882352941176,-3.05882352941176,0.941176470588236,-1.05882352941176,0.941176470588236,2.94117647058824,0.941176470588236,1.94117647058824,-3.05882352941176,-0.0588235294117645,6,13,7.35294117647059,8.05882352941176,7.70588235294118,7.29411764705882,7,6.32352941176471,7.35294117647059,0.764705882352941,0.352941176470588,6.76176668706236,7.56765251621057,8.07972568923553,6.1282255099008,7.52490712554385,6.46664458848995,6.31798926758617
"1152",1646,111,18,1,4,13,8,83,0,0,27,8,25,4,7,1,42,5,5,1,7,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,0,3,7,6,7,5,8,6,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.05882352941176,1.94117647058824,1.94117647058824,-0.0588235294117645,1.94117647058824,2.94117647058824,1.94117647058824,1.94117647058824,-6.05882352941176,-2.05882352941176,1.94117647058824,-2.05882352941176,0.941176470588236,1.94117647058824,0.941176470588236,-2.05882352941176,-4.05882352941176,-2.05882352941176,0,13,7.58823529411765,8.11764705882353,7.88235294117647,7.35294117647059,7.17647058823529,6.20588235294118,7.29411764705882,0.764705882352941,0,5.53683280385733,6.75319188349229,7.02460179467141,10,6.04882802449284,5.56822820081859,5.83451169127363
"1153",1341,94,1,1,4,17,9,84,0,0,28,8,25,4,6,8,42,2,6,3,7,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,5,20,20,20,10,10,20,0,6,7,6,6,6,5,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.64705882352941,1.35294117647059,-3.64705882352941,2.35294117647059,2.35294117647059,-0.647058823529412,-1.64705882352941,-1.64705882352941,-2.64705882352941,-2.64705882352941,3.35294117647059,-0.647058823529412,1.35294117647059,3.35294117647059,0.352941176470588,1.35294117647059,-1.64705882352941,-0.647058823529412,8,9,6.82352941176471,7.70588235294118,7.91176470588235,6.97058823529412,6.94117647058824,5.88235294117647,6.88235294117647,0.529411764705882,0.470588235294118,7.02562336325602,7.18698375264369,7.57170093659897,7.12399488612132,6.62091545391633,5.6326685504114,6.47414299617361
"1154",1359,95,2,1,4,1,9,84,0,0,26,8,25,2,7,5,76,1,5,2,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,0,5,7,6,6,6,4,5,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.17647058823529,3.82352941176471,3.82352941176471,-0.176470588235294,-0.176470588235294,-2.17647058823529,-3.17647058823529,-5.17647058823529,-0.176470588235294,-2.17647058823529,0.823529411764706,2.82352941176471,-1.17647058823529,3.82352941176471,1.82352941176471,3.82352941176471,-3.17647058823529,-3.17647058823529,7,9,6.88235294117647,7.70588235294118,7.91176470588235,6.97058823529412,6.94117647058824,5.94117647058824,6.88235294117647,0.529411764705882,0.411764705882353,5.82727558449287,6.86499748067317,7.30286481338348,6.35905540678965,6.02591658193315,5.71489701967547,5.7309350291741
"1155",1377,96,3,1,4,7,9,84,0,1,26,5,25,3,3,6,42,1,7,1,2,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,10,20,20,22,6,22,1,7,7,8,8,8,8,8,7,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35294117647059,-2.35294117647059,0.647058823529412,-0.352941176470588,2.64705882352941,2.64705882352941,0.647058823529412,2.64705882352941,-1.35294117647059,0.647058823529412,0.647058823529412,-4.35294117647059,0.647058823529412,1.64705882352941,0.647058823529412,-0.352941176470588,-0.352941176470588,-4.35294117647059,10,9,6.76470588235294,7.70588235294118,7.79411764705882,6.85294117647059,6.82352941176471,5.70588235294118,6.70588235294118,0.470588235294118,0.529411764705882,6.76827587325178,7.40589009338749,7.5435171749247,7.20445394499129,6.85502159586978,5.93174783967008,7.17169544501144
"1156",1395,97,4,1,4,13,9,84,0,0,29,10,25,2,4,1,35,2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,1,7,7,7,7,6,6,7,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76470588235294,1.23529411764706,3.23529411764706,3.23529411764706,-1.76470588235294,-1.76470588235294,-1.76470588235294,1.23529411764706,-3.76470588235294,0.235294117647059,3.23529411764706,-1.76470588235294,-2.76470588235294,2.23529411764706,-1.76470588235294,2.23529411764706,-1.76470588235294,0.235294117647059,9,9,6.76470588235294,7.70588235294118,7.85294117647059,6.91176470588235,6.94117647058824,5.82352941176471,6.76470588235294,0.470588235294118,0.470588235294118,6.23603691575801,7.12333473942341,7.67583960191119,7.06520951838991,7.19157121510021,5.49692622661187,6.16889195292381
"1157",1413,98,5,1,4,4,9,84,0,0,39,11,25,2,1,1,51,4,4,2,2,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,40,20,15,20,0,5,1,10,10,10,7,7,6,10,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76470588235294,2.23529411764706,2.23529411764706,2.23529411764706,1.23529411764706,-2.76470588235294,-2.76470588235294,-0.764705882352941,-4.76470588235294,1.23529411764706,1.23529411764706,-2.76470588235294,1.23529411764706,2.23529411764706,0.235294117647059,2.23529411764706,-3.76470588235294,1.23529411764706,18,9,6.58823529411765,7.52941176470588,7.67647058823529,6.91176470588235,6.88235294117647,5.82352941176471,6.58823529411765,0.470588235294118,1,9.21171118719207,9.51717291258161,9.59518241154425,7.56811228311037,7.0892574201182,6.28106457423112,8.9674643682579
"1158",1431,99,6,1,4,10,9,84,0,0,28,1,25,2,1,1,55,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,0,4,6,7,7,7,7,7,7,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47058823529412,-2.47058823529412,-2.47058823529412,-2.47058823529412,0.529411764705882,2.52941176470588,2.52941176470588,-2.47058823529412,-2.47058823529412,1.52941176470588,-1.47058823529412,-1.47058823529412,2.52941176470588,2.52941176470588,2.52941176470588,2.52941176470588,0.529411764705882,-2.47058823529412,9,9,6.94117647058824,7.76470588235294,7.85294117647059,6.91176470588235,6.88235294117647,5.76470588235294,6.76470588235294,0.529411764705882,0.529411764705882,6.00548507920939,6.97064490798326,7.52991307759447,6.58574292654521,7.14934911044063,6.16942743860892,7.32407641393231
"1159",1449,100,7,1,4,5,9,84,0,0,30,8,25,6,8,9,42,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5,20,25,25,15,5,10,0,5,8,9,8,7,5,6,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-1,1,2,1,1,-3,-3,-1,1,0,2,2,-2,2,1,-3,6,9,6.88235294117647,7.64705882352941,7.73529411764706,6.85294117647059,6.88235294117647,5.88235294117647,6.82352941176471,0.529411764705882,0.352941176470588,6.80207608694002,8.16671777004922,8.30052691219534,7.91634338597288,7.15177417130611,6.34908360203794,6.98921328591164
"1160",1467,101,8,1,4,8,9,84,0,0,22,8,25,4,3,2,42,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7,40,8,10,12,10,20,1,8,9,8,7,7,6,8,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,-1,1,1,1,0,0,1,0,-1,1,0,-1,0,0,-4,13,9,6.70588235294118,7.58823529411765,7.79411764705882,6.91176470588235,6.88235294117647,5.82352941176471,6.70588235294118,0.470588235294118,0.705882352941177,7.33229926888426,7.71565161587636,7.76374934909135,6.84694917440058,7.24741710427946,5.8278040775613,7.19439631421003
"1161",1485,102,9,1,4,12,9,84,0,0,32,10,25,2,2,6,42,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6,30,10,30,20,10,0,1,9,8,7,5,5,4,7,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58823529411765,3.41176470588235,3.41176470588235,3.41176470588235,3.41176470588235,-1.58823529411765,-1.58823529411765,1.41176470588235,-3.58823529411765,-0.588235294117647,-0.588235294117647,-1.58823529411765,-1.58823529411765,3.41176470588235,-2.58823529411765,-0.588235294117647,-0.588235294117647,-3.58823529411765,11,9,6.64705882352941,7.64705882352941,7.85294117647059,7.02941176470588,7,5.94117647058824,6.76470588235294,0.470588235294118,0.588235294117647,6.18515369897313,6.82795700327531,7.2900916546077,6.21442600155469,6.70650905263766,6.36749401462678,6.23215953318526
"1162",1503,103,10,1,4,9,9,84,0,0,26,8,25,2,8,9,55,2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,0,7,7,9,8,8,7,7,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.82352941176471,1.17647058823529,0.176470588235294,1.17647058823529,1.17647058823529,-0.823529411764706,-2.82352941176471,1.17647058823529,-1.82352941176471,1.17647058823529,1.17647058823529,1.17647058823529,-1.82352941176471,1.17647058823529,1.17647058823529,1.17647058823529,-0.823529411764706,-3.82352941176471,5,9,6.76470588235294,7.70588235294118,7.73529411764706,6.85294117647059,6.82352941176471,5.76470588235294,6.76470588235294,0.529411764705882,0.294117647058824,6.50754878726914,7.25248185918361,7.67175747449427,7.03472260221389,7.03616982601268,6.11850095322188,6.64614059379546
"1163",1521,104,11,1,4,18,9,84,0,0,27,10,25,2,6,8,26,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,0,6,6,6,6,6,5,6,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76470588235294,1.23529411764706,-3.76470588235294,1.23529411764706,2.23529411764706,1.23529411764706,1.23529411764706,2.23529411764706,-1.76470588235294,1.23529411764706,0.235294117647059,-3.76470588235294,1.23529411764706,0.235294117647059,-0.764705882352941,1.23529411764706,-3.76470588235294,0.235294117647059,8,9,6.82352941176471,7.76470588235294,7.91176470588235,6.97058823529412,6.94117647058824,5.88235294117647,6.82352941176471,0.529411764705882,0.470588235294118,6.76900120051685,7.75167154486885,7.27549157577299,7.08577970848338,6.77606705037519,5.51641849805076,7.19700735351964
"1164",1539,105,12,1,4,3,9,84,1,0,25,1,25,1,1,1,41,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,1,7,9,9,8,7,9,6,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11764705882353,2.88235294117647,2.88235294117647,-0.117647058823529,1.88235294117647,-1.11764705882353,-1.11764705882353,-3.11764705882353,-2.11764705882353,0.882352941176471,1.88235294117647,-0.117647058823529,-0.117647058823529,0.882352941176471,-2.11764705882353,0.882352941176471,-1.11764705882353,-1.11764705882353,15,9,6.76470588235294,7.58823529411765,7.73529411764706,6.85294117647059,6.88235294117647,5.64705882352941,6.82352941176471,0.470588235294118,0.823529411764706,6.96168375483065,7.65927589345367,8.29680077725841,7.18826890031861,6.61315759628,5.85257610788606,6.58849138235019
"1165",1557,106,13,1,4,11,9,84,0,1,22,1,25,3,1,3,23,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,1,10,10,10,8,8,8,10,6,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52941176470588,-3.52941176470588,-1.52941176470588,-3.52941176470588,3.47058823529412,0.470588235294118,-0.529411764705882,-1.52941176470588,3.47058823529412,-3.52941176470588,3.47058823529412,2.47058823529412,1.47058823529412,3.47058823529412,-3.52941176470588,2.47058823529412,-0.529411764705882,-2.52941176470588,9,9,6.58823529411765,7.52941176470588,7.67647058823529,6.85294117647059,6.82352941176471,5.70588235294118,6.58823529411765,0.470588235294118,0.470588235294118,7.48717907128851,8.18614146139419,7.68849723699559,6.94820900511799,6.82930953843131,5.84238104804213,6.73438994084005
"1166",1575,107,14,1,4,2,9,84,0,0,21,7,25,2,1,1,74,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,0,7,7,8.5,6.5,9,4,5,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76470588235294,1.23529411764706,-3.76470588235294,-1.76470588235294,1.23529411764706,0.235294117647059,1.23529411764706,2.23529411764706,-4.76470588235294,1.23529411764706,1.23529411764706,-4.76470588235294,-0.764705882352941,1.23529411764706,3.23529411764706,3.23529411764706,-4.76470588235294,4.23529411764706,14,9,6.76470588235294,7.70588235294118,7.76470588235294,6.94117647058824,6.76470588235294,5.94117647058824,6.88235294117647,0.529411764705882,0.823529411764706,7.69271247810964,8.34148121823138,8.46814504667391,7.47654439030513,7.53174214309974,6.75826187352942,7.31221279212407
"1167",1593,108,15,1,4,6,9,84,1,0,24,5,25,2,1,1,42,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,1,7,8,9,8,8,5,7,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.70588235294118,2.29411764705882,-1.70588235294118,-0.705882352941177,0.294117647058823,1.29411764705882,2.29411764705882,-1.70588235294118,-2.70588235294118,0.294117647058823,2.29411764705882,-1.70588235294118,2.29411764705882,2.29411764705882,-0.705882352941177,1.29411764705882,-2.70588235294118,-2.70588235294118,7,9,6.76470588235294,7.64705882352941,7.73529411764706,6.85294117647059,6.82352941176471,5.88235294117647,6.76470588235294,0.470588235294118,0.352941176470588,6.93266063936288,7.24664868675963,6.93222213988259,6.79063998568943,5.98576468089337,4.67509120617543,6.22904524683402
"1168",1611,109,16,1,4,16,9,84,0,0,25,14,25,4,1,1,42,1,4,1,6,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,1,7,10,8,8,6,7,8,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,-3.88235294117647,-4.88235294117647,-3.88235294117647,4.11764705882353,4.11764705882353,4.11764705882353,-4.88235294117647,-3.88235294117647,-3.88235294117647,4.11764705882353,-0.882352941176471,1.11764705882353,4.11764705882353,4.11764705882353,4.11764705882353,-0.882352941176471,-2.88235294117647,16,9,6.76470588235294,7.52941176470588,7.79411764705882,6.85294117647059,6.94117647058824,5.76470588235294,6.70588235294118,0.470588235294118,0.882352941176471,7.13587756676593,9.51717291258161,7.93697406435474,7.0979768714815,7.29985825723074,4.72539430174374,6.87210144522251
"1169",1629,110,17,1,4,15,9,84,0,0,28,14,25,2,4,6,52,2,6,1,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,0,8,6,7,6,8,6,5,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05882352941176,-2.05882352941176,-3.05882352941176,1.94117647058824,0.941176470588236,0.941176470588236,2.94117647058824,1.94117647058824,-4.05882352941176,-3.05882352941176,0.941176470588236,-1.05882352941176,0.941176470588236,2.94117647058824,0.941176470588236,1.94117647058824,-3.05882352941176,-0.0588235294117645,6,9,6.70588235294118,7.76470588235294,7.85294117647059,6.97058823529412,6.82352941176471,5.82352941176471,6.88235294117647,0.529411764705882,0.352941176470588,5.92659377640076,7.36472479339591,8.35632536516421,6.8216482254304,7.63176484737313,6.04347345325587,5.81158661844009
"1170",1647,111,18,1,4,14,9,84,0,0,27,8,25,4,7,1,42,5,5,1,7,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,0,2,6,6,5,5,3,5,5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.05882352941176,1.94117647058824,1.94117647058824,-0.0588235294117645,1.94117647058824,2.94117647058824,1.94117647058824,1.94117647058824,-6.05882352941176,-2.05882352941176,1.94117647058824,-2.05882352941176,0.941176470588236,1.94117647058824,0.941176470588236,-2.05882352941176,-4.05882352941176,-2.05882352941176,0,9,7.05882352941176,7.76470588235294,7.91176470588235,7.02941176470588,7,6,6.88235294117647,0.529411764705882,0,5.129648230381,6.46765905541715,7.0869602672126,5.95722222147412,6.27574381230023,7.40620525176655,5.57699931212432
