"","X","iid","id","gender","wave","order","partner","pid","match","samerace","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sportsAct","tvsportsAct","exerciseAct","diningAct","museumsAct","artAct","hikingAct","gamingAct","clubbingAct","readingAct","tvAct","theaterAct","moviesAct","concertsAct","musicAct","shoppingAct","yogaAct","exphappy","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","dec","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","prob","met","goalMeetNew","goalFunNight","goalOther","goalGetDate","goalSeriousRel","goalSayDid","date7","date5","date3","date4","date6","date1","date2","raceAsian","raceWhite","rateOther","raceLatino","raceBlack","go_out1","go_out4","go_out2","go_out3","go_out7","go_out5","go_out6","fieldLaw","fieldMath","fieldPoliSci","fieldBusiness","fieldEngin","fieldAcademia","fieldSocialSci","fieldSocialWork","fieldUndecided","fieldMedicine","fieldHistReligPhil","fieldEnglish","fieldScience","fieldFilm","fieldLanguages","fieldArts","fieldArch","fieldOther","careerCreative","careerLaw","careerInternational","careerAcademic","careerFinance","careerUndecided","careerEngineer","careerPsychology","careerMedicine","careerSports","careerSocialWork","careerRealEstate","careerOther","careerSpeech","careerArch","careerPolitics","careerJourn","activityAvg","sportsActAdj","tvsportsActAdj","exerciseActAdj","diningActAdj","museumsActAdj","artActAdj","hikingActAdj","gamingActAdj","clubbingActAdj","readingActAdj","tvActAdj","theaterActAdj","moviesActAdj","concertsActAdj","musicActAdj","shoppingActAdj","yogaActAdj","raterDecSum","decSum","attrRatingAvg","sincRatingAvg","intelRatingAvg","funRatingAvg","ambRatingAvg","sharRatingAvg","likeRatingAvg","decAvg","raterDecAvg","attrRatingGuess","sincRatingGuess","intelRatingGuess","funRatingGuess","ambRatingGuess","sharRatingGuess","likeRatingGuess"
"1407",1049,78,3,0,4,7,5,98,0,0,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,10,25,20,10,20,15,0,7,9,9,2,9,2,7,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.35294117647059,-1.35294117647059,-5.35294117647059,0.647058823529412,0.647058823529412,2.64705882352941,-1.35294117647059,2.64705882352941,-5.35294117647059,-3.35294117647059,2.64705882352941,-3.35294117647059,2.64705882352941,2.64705882352941,2.64705882352941,0.647058823529412,-1.35294117647059,3.64705882352941,6,2,5.52941176470588,7.58823529411765,6.82352941176471,4.23529411764706,5.94117647058824,4.58823529411765,5.41176470588235,0.117647058823529,0.352941176470588,5.10156500350042,7.7418955050219,7.60384416383751,3.38383549488444,6.51438696646943,4.40955776309377,5.85560084081721
"1408",1067,79,4,0,4,6,5,98,0,0,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,10,20,15,20,20,15,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.58823529411765,-3.58823529411765,-2.58823529411765,-3.58823529411765,4.41176470588235,4.41176470588235,4.41176470588235,-3.58823529411765,-4.58823529411765,1.41176470588235,-1.58823529411765,-1.58823529411765,3.41176470588235,3.41176470588235,2.41176470588235,2.41176470588235,-2.58823529411765,-2.58823529411765,5,2,5.82352941176471,8,7.23529411764706,4.23529411764706,6.35294117647059,4.58823529411765,5.70588235294118,0.117647058823529,0.294117647058824,5.45988008860898,6.63976317761785,5.93653683671385,3.48021672255284,4.96240786264179,4.2175688744314,5.1994074547886
"1409",1085,80,5,0,4,5,5,98,0,0,27,10,25,4,3,1,42,1,5,4,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10,20,20,10,20,20,0,6,7,7,6,6,5,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82352941176471,2.17647058823529,-2.82352941176471,1.17647058823529,-0.823529411764706,-0.823529411764706,-1.82352941176471,-2.82352941176471,-4.82352941176471,-0.823529411764706,4.17647058823529,3.17647058823529,1.17647058823529,1.17647058823529,1.17647058823529,1.17647058823529,3.17647058823529,-3.82352941176471,8,2,5.58823529411765,7.70588235294118,6.94117647058824,4,6.11764705882353,4.41176470588235,5.47058823529412,0.117647058823529,0.470588235294118,6.82390889733727,8.17979734127742,7.38104311601662,5.12775649949664,6.84790277851259,5.50659970445399,6.60833510929534
"1410",1103,81,6,0,4,10,5,98,0,1,28,6,25,2,6,9,28,5,5,2,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,10,10,20,20,20,20,0,7,6,6,4,6,3,5,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58823529411765,-0.588235294117647,-4.58823529411765,0.411764705882353,2.41176470588235,2.41176470588235,0.411764705882353,0.411764705882353,-5.58823529411765,0.411764705882353,0.411764705882353,0.411764705882353,2.41176470588235,2.41176470588235,0.411764705882353,0.411764705882353,0.411764705882353,-2.58823529411765,3,2,5.52941176470588,7.76470588235294,7,4.11764705882353,6.11764705882353,4.52941176470588,5.52941176470588,0.117647058823529,0.176470588235294,4.84614184924313,8.16960992549974,7.53227646742996,3.92978927851773,5.91747333261481,4.65641864148552,5.96297233801979
"1411",1121,82,7,0,4,15,5,98,0,0,25,9,25,6,2,7,26,1,3,2,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,20,20,20,20,10,10,0,7,10,7,7,8,6,9,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-2,-2,-2,1,2,3,2,-6,0,1,-1,1,1,1,2,-1,0,7,2,5.52941176470588,7.52941176470588,6.94117647058824,3.94117647058824,6,4.35294117647059,5.29411764705882,0.117647058823529,0.411764705882353,5.94714787767025,8.99548435439827,8.28819608391931,5.42477783910099,7.12403840580588,6.03374835411058,7.03344289170919
"1412",1139,83,8,0,4,3,5,98,0,0,35,8,25,3,1,5,42,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,10,32,20,12,11,15,0,5,6,7,4,5,4,5,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.35294117647059,-0.352941176470588,-4.35294117647059,-2.35294117647059,-0.352941176470588,1.64705882352941,2.64705882352941,-2.35294117647059,-4.35294117647059,0.647058823529412,2.64705882352941,-2.35294117647059,1.64705882352941,2.64705882352941,1.64705882352941,2.64705882352941,-1.35294117647059,1.64705882352941,2,2,5.64705882352941,7.76470588235294,6.94117647058824,4.11764705882353,6.17647058823529,4.47058823529412,5.52941176470588,0.117647058823529,0.117647058823529,5.41388806654956,8.06700047106431,7.15805549062201,4.19406233920053,6.02504106873648,4.66215002128219,4.9658517096939
"1413",1157,84,9,0,4,4,5,98,0,0,32,10,25,3,1,1,42,2,4,1,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,30,30,30,5,0,5,0,5,8,5,2,2,2,4,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.70588235294118,0.294117647058823,-5.70588235294118,2.29411764705882,2.29411764705882,2.29411764705882,2.29411764705882,-3.70588235294118,-5.70588235294118,2.29411764705882,2.29411764705882,-5.70588235294118,2.29411764705882,3.29411764705882,2.29411764705882,2.29411764705882,-1.70588235294118,-1.70588235294118,3,2,5.64705882352941,7.64705882352941,7.05882352941176,4.23529411764706,6.35294117647059,4.58823529411765,5.58823529411765,0.117647058823529,0.176470588235294,4.47337106888489,6.03625005849566,6.33006639707456,3.67156657081939,5.58166045329441,3.9743486124759,4.64446283917179
"1414",1175,85,10,0,4,11,5,98,0,1,30,11,25,2,3,5,25,2,6,4,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,20,25,15,15,15,10,0,8,8,8,1,1,1,3,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70588235294118,-3.70588235294118,-2.70588235294118,-1.70588235294118,3.29411764705882,2.29411764705882,0.294117647058823,2.29411764705882,-1.70588235294118,1.29411764705882,2.29411764705882,-1.70588235294118,0.294117647058823,1.29411764705882,-0.705882352941177,2.29411764705882,-0.705882352941177,-2.70588235294118,4,2,5.47058823529412,7.64705882352941,6.88235294117647,4.29411764705882,6.41176470588235,4.64705882352941,5.64705882352941,0.117647058823529,0.235294117647059,5.85785809964487,7.38020446574181,6.20567551810124,3.65568155579521,5.71927559986697,2.30211719581434,5.0907704007118
"1415",1193,86,11,0,4,16,5,98,0,1,22,3,25,2,1,1,55,2,7,1,2,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,6,15,20,20,20,5,20,0,7,8,7,5,5,5,6,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82352941176471,-2.82352941176471,-2.82352941176471,-3.82352941176471,-0.823529411764706,2.17647058823529,2.17647058823529,-2.82352941176471,-3.82352941176471,1.17647058823529,-0.823529411764706,2.17647058823529,0.176470588235294,5.17647058823529,5.17647058823529,5.17647058823529,-2.82352941176471,-2.82352941176471,10,2,5.52941176470588,7.64705882352941,6.94117647058824,4.05882352941176,6.17647058823529,4.41176470588235,5.47058823529412,0.117647058823529,0.588235294117647,6.36418367938867,7.07872996118994,6.11294800030438,3.83029537511376,5.15723292298733,4.38768289170366,5.70840878488891
"1416",1211,87,12,0,4,18,5,98,0,1,23,11,25,2,8,10,42,1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,4,15,15,20,15,15,20,0,2,8,8,5,9,7,7,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94117647058824,2.05882352941176,-2.94117647058824,2.05882352941176,0.0588235294117645,-0.941176470588236,-0.941176470588236,0.0588235294117645,-3.94117647058824,1.05882352941176,1.05882352941176,-1.94117647058824,-0.941176470588236,2.05882352941176,1.05882352941176,2.05882352941176,-0.941176470588236,1.05882352941176,2,2,5.82352941176471,7.64705882352941,6.88235294117647,4.05882352941176,5.94117647058824,4.29411764705882,5.41176470588235,0.117647058823529,0.117647058823529,3.88944506699235,6.11784764397211,5.37453093703498,3.00390939625133,5.28661974908687,2.57204206285706,2.85301123149204
"1417",1229,88,13,0,4,17,5,98,0,1,23,11,25,2,8,7,10,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,0,3,10,10,3,10,10,6,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82352941176471,0.176470588235294,-0.823529411764706,2.17647058823529,-0.823529411764706,-0.823529411764706,-0.823529411764706,0.176470588235294,-1.82352941176471,-1.82352941176471,2.17647058823529,0.176470588235294,1.17647058823529,2.17647058823529,0.176470588235294,2.17647058823529,1.17647058823529,-4.82352941176471,1,2,5.76470588235294,7.52941176470588,6.76470588235294,4.17647058823529,5.88235294117647,4.11764705882353,5.47058823529412,0.117647058823529,0.0588235294117647,4.84953635918891,8.99507704716816,8.47174760087689,3.82573208946807,7.9555244705099,4.30948283768626,5.49291971046431
"1418",1247,89,14,0,4,12,5,98,0,1,27,8,25,2,3,2,42,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,0,6,9,7,6,7,5,5,5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17647058823529,-4.17647058823529,-4.17647058823529,-4.17647058823529,3.82352941176471,1.82352941176471,1.82352941176471,0.823529411764706,1.82352941176471,2.82352941176471,1.82352941176471,-5.17647058823529,2.82352941176471,1.82352941176471,1.82352941176471,2.82352941176471,-2.17647058823529,-4.17647058823529,3,2,5.58823529411765,7.58823529411765,6.94117647058824,4,6.05882352941176,4.41176470588235,5.52941176470588,0.117647058823529,0.176470588235294,7.07150741967673,8.95881403886331,8.3102874579609,5.38864800959093,6.61603385395945,4.82712747965389,6.90627337367606
"1419",1265,90,15,0,4,13,5,98,0,0,23,10,25,4,4,1,42,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,0,6,6,6,5,4,3,5,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.11764705882353,1.88235294117647,2.88235294117647,-0.117647058823529,-1.11764705882353,1.88235294117647,2.88235294117647,-0.117647058823529,-3.11764705882353,-5.11764705882353,3.88235294117647,-0.117647058823529,0.882352941176471,1.88235294117647,0.882352941176471,-0.117647058823529,-2.11764705882353,-5.11764705882353,9,2,5.58823529411765,7.76470588235294,7,4.05882352941176,6.23529411764706,4.52941176470588,5.52941176470588,0.117647058823529,0.529411764705882,5.75529491914148,7.59347765521155,6.29897828063311,3.65442928468618,5.45494152695462,4.02310032484855,5.07236432384626
"1420",1283,91,16,0,4,2,5,98,0,0,25,1,25,6,6,8,40,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,0,6,9,8,5,8,3,6,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,-1.88235294117647,-3.88235294117647,-0.882352941176471,1.11764705882353,1.11764705882353,-0.882352941176471,1.11764705882353,-2.88235294117647,-0.882352941176471,1.11764705882353,1.11764705882353,4.11764705882353,2.11764705882353,2.11764705882353,1.11764705882353,0.117647058823529,-3.88235294117647,9,2,5.58823529411765,7.58823529411765,6.88235294117647,4.05882352941176,6,4.52941176470588,5.47058823529412,0.117647058823529,0.529411764705882,5.9302436721055,7.09049085425901,7.11720946689976,4.62125129283629,6.01571950270617,4.86877186414082,5.58362291332177
"1421",1301,92,17,0,4,8,5,98,1,1,29,9,25,2,1,2,21,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,1,8,7,8,3,8,6,7,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.76470588235294,-0.764705882352941,-5.76470588235294,0.235294117647059,2.23529411764706,1.23529411764706,1.23529411764706,1.23529411764706,-5.76470588235294,1.23529411764706,2.23529411764706,-3.76470588235294,2.23529411764706,2.23529411764706,0.235294117647059,2.23529411764706,-1.76470588235294,1.23529411764706,8,2,5.47058823529412,7.70588235294118,6.88235294117647,4.17647058823529,6,4.35294117647059,5.41176470588235,0.0588235294117647,0.411764705882353,6.39742808396483,8.65996454110798,8.04970238481997,4.80488491332229,7.18536800118126,5.0772736037307,5.82090262298723
"1422",1319,93,18,0,4,9,5,98,0,1,29,5,25,2,2,2,42,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,0,6,6,6,6,6,5,6,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41176470588235,-3.41176470588235,-4.41176470588235,-0.411764705882353,3.58823529411765,0.588235294117647,-0.411764705882353,1.58823529411765,0.588235294117647,1.58823529411765,0.588235294117647,-1.41176470588235,1.58823529411765,1.58823529411765,-0.411764705882353,-1.41176470588235,0.588235294117647,-0.411764705882353,7,2,5.58823529411765,7.76470588235294,7,4,6.11764705882353,4.41176470588235,5.47058823529412,0.117647058823529,0.411764705882353,6.72702600221066,7.23314673586261,6.518503884588,4.25425119349388,5.8449015691007,4.32144508666013,6.14620371408809
"1423",1014,76,1,0,4,2,6,99,0,1,34,6,25,2,5,7,38,2,7,2,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,10,10,30,20,10,20,1,6,8,8,6,8,6,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29411764705882,-5.29411764705882,0.705882352941177,-0.294117647058823,1.70588235294118,1.70588235294118,1.70588235294118,-1.29411764705882,-5.29411764705882,0.705882352941177,0.705882352941177,-2.29411764705882,1.70588235294118,1.70588235294118,1.70588235294118,0.705882352941177,0.705882352941177,0.705882352941177,10,17,7.94117647058824,7.64705882352941,7.88235294117647,7.58823529411765,7.58823529411765,7.23529411764706,7.82352941176471,0.941176470588235,0.529411764705882,7.35881841229286,7.39876400568924,6.89582457618164,8.05308292089693,7.66441101898479,7.68507050019663,6.65401114976766
"1424",1032,77,2,0,4,7,6,99,1,1,22,11,25,2,2,2,46,1,4,2,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,15,20,20,20,15,10,1,10,7,8,7,9,9,10,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.41176470588235,-0.411764705882353,-6.41176470588235,2.58823529411765,1.58823529411765,1.58823529411765,1.58823529411765,0.588235294117647,-4.41176470588235,-1.41176470588235,-1.41176470588235,-1.41176470588235,0.588235294117647,0.588235294117647,2.58823529411765,2.58823529411765,-0.411764705882353,1.58823529411765,10,17,7.70588235294118,7.70588235294118,7.88235294117647,7.52941176470588,7.52941176470588,7.05882352941176,7.35294117647059,0.941176470588235,0.529411764705882,8.33360829616037,7.0927190600269,7.39442901538608,7.88958825148699,7.16599992228315,7.65743424480649,7.18186161741333
"1425",1050,78,3,0,4,13,6,99,0,0,23,11,25,3,1,4,30,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,10,25,20,10,20,15,1,7,9,9,9,7,9,8,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.35294117647059,-1.35294117647059,-5.35294117647059,0.647058823529412,0.647058823529412,2.64705882352941,-1.35294117647059,2.64705882352941,-5.35294117647059,-3.35294117647059,2.64705882352941,-3.35294117647059,2.64705882352941,2.64705882352941,2.64705882352941,0.647058823529412,-1.35294117647059,3.64705882352941,6,17,7.88235294117647,7.58823529411765,7.82352941176471,7.41176470588235,7.64705882352941,7.05882352941176,7.47058823529412,0.941176470588235,0.294117647058824,7.89473215531024,7.38229771168729,8.79326555308452,6.2244812945965,8.63745762566569,6.19034483584401,8.24444355665099
"1426",1068,79,4,0,4,12,6,99,0,0,26,5,25,4,8,8,42,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,10,20,15,20,20,15,0,7,7,7,7,7,7,7,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.58823529411765,-3.58823529411765,-2.58823529411765,-3.58823529411765,4.41176470588235,4.41176470588235,4.41176470588235,-3.58823529411765,-4.58823529411765,1.41176470588235,-1.58823529411765,-1.58823529411765,3.41176470588235,3.41176470588235,2.41176470588235,2.41176470588235,-2.58823529411765,-2.58823529411765,5,17,7.88235294117647,7.70588235294118,7.94117647058824,7.52941176470588,7.64705882352941,7.17647058823529,7.52941176470588,1,0.294117647058824,6.96517023631568,5.94093881874021,6.23396271864178,6.57085070432405,5.98478166063386,6.44032548413834,6.84793493375236
"1427",1086,80,5,0,4,11,6,99,0,0,27,10,25,4,3,1,42,1,5,4,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10,20,20,10,20,20,1,8,8,8,8,7,7,7,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82352941176471,2.17647058823529,-2.82352941176471,1.17647058823529,-0.823529411764706,-0.823529411764706,-1.82352941176471,-2.82352941176471,-4.82352941176471,-0.823529411764706,4.17647058823529,3.17647058823529,1.17647058823529,1.17647058823529,1.17647058823529,1.17647058823529,3.17647058823529,-3.82352941176471,8,17,7.82352941176471,7.64705882352941,7.88235294117647,7.47058823529412,7.64705882352941,7.17647058823529,7.52941176470588,0.941176470588235,0.411764705882353,8.73941461162332,8.21650680857605,8.32669818066385,8.4043594800129,8.3543212402914,8.6117537588331,8.83766232397063
"1428",1104,81,6,0,4,16,6,99,1,1,28,6,25,2,6,9,28,5,5,2,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,10,10,20,20,20,20,1,8,8,8,7,9,8,9,7,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58823529411765,-0.588235294117647,-4.58823529411765,0.411764705882353,2.41176470588235,2.41176470588235,0.411764705882353,0.411764705882353,-5.58823529411765,0.411764705882353,0.411764705882353,0.411764705882353,2.41176470588235,2.41176470588235,0.411764705882353,0.411764705882353,0.411764705882353,-2.58823529411765,3,17,7.82352941176471,7.64705882352941,7.88235294117647,7.52941176470588,7.52941176470588,7.11764705882353,7.41176470588235,0.941176470588235,0.117647058823529,7.2493733600793,7.94935560611791,8.43427332251644,7.19270537961526,7.41790558687703,6.62589855772886,7.77704728569168
"1429",1122,82,7,0,4,3,6,99,1,0,25,9,25,6,2,7,26,1,3,2,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,20,20,20,20,10,10,1,8,8,10,10,10,10,9,8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-2,-2,-2,1,2,3,2,-6,0,1,-1,1,1,1,2,-1,0,7,17,7.82352941176471,7.64705882352941,7.76470588235294,7.35294117647059,7.47058823529412,7,7.41176470588235,0.941176470588235,0.352941176470588,8.25793564972485,9.51884070182388,9.07898848031325,8.54194398571336,8.59814642336861,8.29980245874265,9.42474666353428
"1430",1140,83,8,0,4,9,6,99,1,0,35,8,25,3,1,5,42,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,10,32,20,12,11,15,1,8,7,8,8,8,7,7,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.35294117647059,-0.352941176470588,-4.35294117647059,-2.35294117647059,-0.352941176470588,1.64705882352941,2.64705882352941,-2.35294117647059,-4.35294117647059,0.647058823529412,2.64705882352941,-2.35294117647059,1.64705882352941,2.64705882352941,1.64705882352941,2.64705882352941,-1.35294117647059,1.64705882352941,2,17,7.82352941176471,7.70588235294118,7.88235294117647,7.47058823529412,7.58823529411765,7.17647058823529,7.52941176470588,0.941176470588235,0.0588235294117647,7.42608305281441,7.98793840334713,8.00172939147147,7.58226777092268,7.37584748873997,7.62304633704282,6.81702238954926
"1431",1158,84,9,0,4,10,6,99,0,0,32,10,25,3,1,1,42,2,4,1,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,30,30,30,5,0,5,1,7,5,6,7,5,7,7,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.70588235294118,0.294117647058823,-5.70588235294118,2.29411764705882,2.29411764705882,2.29411764705882,2.29411764705882,-3.70588235294118,-5.70588235294118,2.29411764705882,2.29411764705882,-5.70588235294118,2.29411764705882,3.29411764705882,2.29411764705882,2.29411764705882,-1.70588235294118,-1.70588235294118,3,17,7.88235294117647,7.82352941176471,8,7.52941176470588,7.76470588235294,7.17647058823529,7.52941176470588,0.941176470588235,0.117647058823529,6.76788837771385,6.35849217706064,7.0644949584264,6.16873790695044,6.56369895204923,6.19381030955666,6.49256196367758
