"","X","iid","id","gender","wave","round","order","partner","pid","match","sameRace","age","fieldCD","race","imprace","imprelig","goal","date","goOut","careerCD","exphappy","expnum","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","decRating","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","probRating","met","youCall","themCall","dateAfter","numDatesAfter","careerLaw","careerAcad","careerPsych","careerMed","careerEngin","careerCreative","careerCorp","careerRealEstate","careerIntAffairs","careerUnd","careerSpeech","careerPolitics","careerSports","careerOther","careerJourn","careerArch","date3","date4","date5","date6","date7","fieldLaw","fieldMath","fieldSocialSci","fieldMed","fieldEngin","fieldEng","fieldHum","fieldBusEconFin","fieldEducAca","fieldSci","fieldSocWork","fieldUnd","fieldPoliSci","fieldFilm","fieldArts","fieldLang","fieldArch","fieldOther","goalfunNight","goalMeetNew","goalGetDate","goalSerRel","goalSayDid","goalOther","goOut1","goOut2","goOut3","goOut4","raceBlack","raceWhite","raceLatino","raceAsian","raceNativeAmer","raceOther"
"896",1296,91,16,0,4,18,12,18,111,0,0,25,1,6,6,8,1,3,2,1,5,3,15,3,50,20,2,10,0,5,8,8,7,7,6,7,2,2,0,3,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"897",1297,92,17,0,4,18,3,1,94,0,0,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,0,4,3,9,3,8,5,3,3,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"898",1298,92,17,0,4,18,5,2,95,0,1,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,0,4,8,9,4,8,3,4,5,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"899",1299,92,17,0,4,18,11,3,96,0,0,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,0,3,9,10,6,9,5,6,7,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"900",1300,92,17,0,4,18,17,4,97,1,1,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,1,10,10,10,8,9,10,9,8,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"901",1301,92,17,0,4,18,8,5,98,1,1,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,1,8,7,8,3,8,6,7,7,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"902",1302,92,17,0,4,18,14,6,99,1,1,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,1,10,10,9,10,9,9,9,9,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"903",1303,92,17,0,4,18,9,7,100,0,0,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,0,6,8,9,4,9,5,6,6,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"904",1304,92,17,0,4,18,12,8,101,0,0,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,0,6,9,10,8,9,8,7,9,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"905",1305,92,17,0,4,18,16,9,102,0,1,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,0,4,8,9,7,8,6,7,5,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"906",1306,92,17,0,4,18,13,10,103,0,1,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,0,8,7,8,5,8,5,5,3,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"907",1307,92,17,0,4,18,4,11,104,0,1,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,0,8,8,8,7,8,7,6,5,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"908",1308,92,17,0,4,18,7,12,105,1,0,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,1,7,8,9,9,8,8,7,6,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"909",1309,92,17,0,4,18,15,13,106,0,0,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,0,7,8,8,8,8,7,7,6,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"910",1310,92,17,0,4,18,6,14,107,1,1,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,1,8,9,9,10,9,9,8,8,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"911",1311,92,17,0,4,18,10,15,108,0,1,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,1,8,9,10,9,8,9,8,9,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"912",1312,92,17,0,4,18,2,16,109,1,0,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,1,7,9,9,7,9,7,7,8,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"913",1313,92,17,0,4,18,1,17,110,1,1,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,1,6,9,9,8,8,5,7,8,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"914",1314,92,17,0,4,18,18,18,111,0,0,29,9,2,1,2,5,6,1,7,5,6,10,20,20,20,20,10,0,6,7,8,7,8,5,6,5,2,1,4,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"915",1315,93,18,0,4,18,4,1,94,0,0,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,0,6,6,7,7,8,6,7,5,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"916",1316,93,18,0,4,18,6,2,95,1,1,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,1,7,8,7,7,7,7,8,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"917",1317,93,18,0,4,18,12,3,96,0,0,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,0,7,7,7,6,6,6,6,4,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"918",1318,93,18,0,4,18,18,4,97,1,1,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,1,8,7,8,8,7,6,8,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"919",1319,93,18,0,4,18,9,5,98,0,1,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,0,6,6,6,6,6,5,6,4,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"920",1320,93,18,0,4,18,15,6,99,0,1,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,1,7,6,7,7,7,6,7,5,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"921",1321,93,18,0,4,18,10,7,100,1,0,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,1,7,7,7,7,7,7,7.5,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"922",1322,93,18,0,4,18,13,8,101,0,0,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,0,7,6,7,6,7,6,6.5,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"923",1323,93,18,0,4,18,17,9,102,0,1,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,0,6,7,7,6,7,6,6.5,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"924",1324,93,18,0,4,18,14,10,103,0,1,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,1,7,7,7,7,7,7,7,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"925",1325,93,18,0,4,18,5,11,104,1,1,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,1,8,8,7,8,8,8,8,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"926",1326,93,18,0,4,18,8,12,105,0,0,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,0,7,7,7,7,7,6,7,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"927",1327,93,18,0,4,18,16,13,106,0,0,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,0,7,7,7,7,7,7,7,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"928",1328,93,18,0,4,18,7,14,107,0,1,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,0,7,7,7,7,7,6,7,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"929",1329,93,18,0,4,18,11,15,108,0,1,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,0,7,7,7,7,7,6,7,4,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"930",1330,93,18,0,4,18,3,16,109,0,0,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,0,7,7,7,6,7,6,7,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"931",1331,93,18,0,4,18,2,17,110,0,1,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,0,7,7,7,6,6,6,7,6,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"932",1332,93,18,0,4,18,1,18,111,0,0,29,5,2,2,2,1,5,1,2,6,2,14,20,18,24,18,6,1,7,7,7,7,7,7,7,7,2,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"933",1333,94,1,1,4,18,9,1,76,1,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,1,6,6,6,7,7,6,7,7,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"934",1334,94,1,1,4,18,14,2,77,1,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,1,8,8,7,7,7,5,7,7,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"935",1335,94,1,1,4,18,2,3,78,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,0,7,5,6,6,5,3,5,3,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"936",1336,94,1,1,4,18,1,4,79,0,1,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,0,7,7,8,8,6,9,8,6,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"937",1337,94,1,1,4,18,18,5,80,0,1,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,0,6,7,7,7,7,5,5,5,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"938",1338,94,1,1,4,18,5,6,81,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,1,9,8,8,8,8,6,8,6,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"939",1339,94,1,1,4,18,10,7,82,1,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,1,9,9,8,8,6,6,8,7,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"940",1340,94,1,1,4,18,16,8,83,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,1,7,7,7,7,7,5,6,5,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"941",1341,94,1,1,4,18,17,9,84,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,0,6,7,6,6,6,5,5,5,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"942",1342,94,1,1,4,18,6,10,85,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,0,7,7,7,7,7,5,5,5,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"943",1343,94,1,1,4,18,11,11,86,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,1,6,8,8,8,6,6,6,7,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"944",1344,94,1,1,4,18,13,12,87,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,0,7,7,7,7,7,5,6,7,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"945",1345,94,1,1,4,18,12,13,88,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,0,7,6,6,6,6,5,5,5,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"946",1346,94,1,1,4,18,7,14,89,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,0,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"947",1347,94,1,1,4,18,8,15,90,0,1,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,0,5,6,9,3,3,3,3,3,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"948",1348,94,1,1,4,18,15,16,91,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,1,9,8,8,8,8,5,7,5,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"949",1349,94,1,1,4,18,3,17,92,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,0,9,8,8,6,7,7,6,5,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"950",1350,94,1,1,4,18,4,18,93,0,0,28,8,4,6,8,2,6,3,7,5,2,20,20,20,10,10,20,1,7,9,9,8,6,7,7,5,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"951",1351,95,2,1,4,18,11,1,76,0,1,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,0,6,6,7,8,4,6,5,4,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"952",1352,95,2,1,4,18,16,2,77,0,1,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,0,4,6,5,6,5,5,4,4,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"953",1353,95,2,1,4,18,4,3,78,0,0,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,0,5,6,7,4,4,6,4,3,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"954",1354,95,2,1,4,18,3,4,79,0,0,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,0,4,7,7,6,5,5,5,3,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"955",1355,95,2,1,4,18,2,5,80,0,0,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,0,5,8,7,5,6,4,5,3,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"956",1356,95,2,1,4,18,7,6,81,0,1,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,1,6,6,6,8,6,7,6,5,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"957",1357,95,2,1,4,18,12,7,82,0,0,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,0,4,6,5,6,5,4,4,6,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"958",1358,95,2,1,4,18,18,8,83,0,0,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,1,7,7,8,6,7,5,6,5,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"959",1359,95,2,1,4,18,1,9,84,0,0,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,0,5,7,6,6,6,4,5,4,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"960",1360,95,2,1,4,18,8,10,85,0,1,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,0,5,7,6,6,5,6,5,3,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"961",1361,95,2,1,4,18,13,11,86,0,1,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,1,8,8,8,9,6,9,9,8,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"962",1362,95,2,1,4,18,15,12,87,0,1,26,8,2,7,5,1,5,2,7,6,6,18,18,18,19,13,14,0,6,7,6,6,6,6,6,4,2,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
