"","iid","id","gender","wave","round","order","partner","pid","match","sameRace","age","fieldCD","race","imprace","imprelig","goal","date","goOut","careerCD","exphappy","expnum","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","decRating","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","probRating","met","youCall","themCall","dateAfter","numDatesAfter"
"2294",166,9,1,7,16,4,14,155,0,0,26,8,6,1,9,5,5,2,7,6,4,27.78,19.44,19.44,27.78,2.78,2.78,1,7,7,7,7,7,6,7,2,1,1,0,1,1
"2295",166,9,1,7,16,6,15,156,0,0,26,8,6,1,9,5,5,2,7,6,4,27.78,19.44,19.44,27.78,2.78,2.78,1,7,7,7,7,7,6,7,2,1,1,0,1,1
"2296",166,9,1,7,16,15,16,157,0,0,26,8,6,1,9,5,5,2,7,6,4,27.78,19.44,19.44,27.78,2.78,2.78,1,8,8,8,8,7,6,8,3,0,1,0,1,1
"2297",167,10,1,7,16,16,1,142,1,1,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,1,7,6,7,6,4,4,6,4,0,NA,NA,NA,NA
"2298",167,10,1,7,16,1,2,143,0,1,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,0,3,7,6,4,5,2,3,4,0,NA,NA,NA,NA
"2299",167,10,1,7,16,4,3,144,0,1,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,0,4,6,5,4,5,6,3,3,0,NA,NA,NA,NA
"2300",167,10,1,7,16,5,4,145,0,1,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,0,2,6,6,4,5,5,3,5,0,NA,NA,NA,NA
"2301",167,10,1,7,16,11,5,146,0,1,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,0,3,6,8,2,5,3,3,1,0,NA,NA,NA,NA
"2302",167,10,1,7,16,10,6,147,0,0,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,0,3,6,5,8,2,4,5,5,0,NA,NA,NA,NA
"2303",167,10,1,7,16,9,7,148,0,0,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,1,6,5,6,5,4,3,5,4,0,NA,NA,NA,NA
"2304",167,10,1,7,16,8,8,149,0,1,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,1,6,6,6,5,4,4,7,5,0,NA,NA,NA,NA
"2305",167,10,1,7,16,15,9,150,1,1,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,1,7,5,6,7,5,4,6,5,0,NA,NA,NA,NA
"2306",167,10,1,7,16,13,10,151,0,1,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,1,8,8,5,4,3,4,7,4,0,NA,NA,NA,NA
"2307",167,10,1,7,16,3,11,152,1,0,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,1,7,8,8,6,5,3,7,5,0,NA,NA,NA,NA
"2308",167,10,1,7,16,2,12,153,0,0,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,0,4,8,6,5,6,4,4,2,0,NA,NA,NA,NA
"2309",167,10,1,7,16,6,13,154,0,1,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,1,5,7,7,6,6,6,6,5,0,NA,NA,NA,NA
"2310",167,10,1,7,16,12,14,155,0,1,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,1,6,6,5,4,4,3,6,4,0,NA,NA,NA,NA
"2311",167,10,1,7,16,14,15,156,0,0,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,1,7,6,6,5,6,4,6,4,0,NA,NA,NA,NA
"2312",167,10,1,7,16,7,16,157,0,0,23,10,2,1,1,2,6,2,2,3,4,18.6,13.95,18.6,16.28,16.28,16.28,1,6,7,6,6,5,4,6,4,0,NA,NA,NA,NA
"2313",168,11,1,7,16,11,1,142,1,0,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,1,8,8,7,7,7,8,8,9,0,NA,NA,NA,NA
"2314",168,11,1,7,16,12,2,143,0,0,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,0,5,5,5,6,6,6,6,6,0,NA,NA,NA,NA
"2315",168,11,1,7,16,15,3,144,0,0,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,1,8,8,8,8,8,8,7,7,1,NA,NA,NA,NA
"2316",168,11,1,7,16,16,4,145,0,0,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,1,7,7,7,7,7,7,7,7,0,NA,NA,NA,NA
"2317",168,11,1,7,16,6,5,146,0,0,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,0,4,6,7,6,6,3,4,2,0,NA,NA,NA,NA
"2318",168,11,1,7,16,5,6,147,0,1,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,0,4,7,8,7,5,7,5,6,0,NA,NA,NA,NA
"2319",168,11,1,7,16,4,7,148,0,1,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,1,7,8,8,6,6,5,7,6,0,NA,NA,NA,NA
"2320",168,11,1,7,16,3,8,149,0,0,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,0,5,6,6,6,6,6,6,5,0,NA,NA,NA,NA
"2321",168,11,1,7,16,10,9,150,0,0,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,1,8,7,7,7,7,7,7,7,0,NA,NA,NA,NA
"2322",168,11,1,7,16,8,10,151,0,0,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,1,9,8,7,7,8,7,8,8,0,NA,NA,NA,NA
"2323",168,11,1,7,16,14,11,152,0,1,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,1,7,7,7,7,7,6,7,7,0,NA,NA,NA,NA
"2324",168,11,1,7,16,13,12,153,0,1,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,0,7,7,7,6,6,5,6,7,0,NA,NA,NA,NA
"2325",168,11,1,7,16,1,13,154,0,0,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,1,8,8,8,8,8,8,9,9,0,NA,NA,NA,NA
"2326",168,11,1,7,16,7,14,155,0,0,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,1,7,7,7,7,7,7,7,7,0,NA,NA,NA,NA
"2327",168,11,1,7,16,9,15,156,0,0,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,0,7,8,8,7,7,6,6,8,0,NA,NA,NA,NA
"2328",168,11,1,7,16,2,16,157,0,1,23,10,4,1,1,1,4,2,10,5,4,11.11,17.78,17.78,17.78,17.78,17.78,1,6,8,8,8,8,8,9,9,0,NA,NA,NA,NA
"2329",169,12,1,7,16,5,1,142,1,1,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,1,8,8,9,8,7,8,8,7,0,1,0,0,NA
"2330",169,12,1,7,16,6,2,143,0,1,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,0,7,9,9,8,8,8,7,7,0,1,0,0,NA
"2331",169,12,1,7,16,9,3,144,0,1,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,0,8,7,8,9,7,9,8,7,1,1,0,0,NA
"2332",169,12,1,7,16,10,4,145,0,1,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,0,7,9,9,8,9,8,8,8,1,1,0,0,NA
"2333",169,12,1,7,16,16,5,146,0,1,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,0,7,8,9,7,8,7,7,7,0,1,0,0,NA
"2334",169,12,1,7,16,15,6,147,1,0,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,1,10,8,8,9,8,6,9,9,0,1,0,0,NA
"2335",169,12,1,7,16,14,7,148,1,0,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,1,9,9,9,7,9,6,9,8,0,1,0,0,NA
"2336",169,12,1,7,16,13,8,149,0,1,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,0,9,8,9,8,8,8,9,8,0,1,0,0,NA
"2337",169,12,1,7,16,4,9,150,0,1,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,0,7,8,9,7,9,8,8,7,0,1,0,0,NA
"2338",169,12,1,7,16,2,10,151,0,1,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,1,9,9,9,9,8,7,9,8,0,1,0,0,NA
"2339",169,12,1,7,16,8,11,152,0,0,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,0,10,9,8,7,8,6,8,8,0,1,0,0,NA
"2340",169,12,1,7,16,7,12,153,0,0,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,0,9,10,8,7,8,6,8,8,0,1,0,0,NA
"2341",169,12,1,7,16,11,13,154,1,1,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,1,10,9,9,9,9,10,10,9,0,1,0,0,NA
"2342",169,12,1,7,16,1,14,155,0,1,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,0,9,8,8,8,8,8,8,9,0,1,0,0,NA
"2343",169,12,1,7,16,3,15,156,0,0,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,0,8,8,10,8,10,8,8,8,0,1,0,0,NA
"2344",169,12,1,7,16,12,16,157,1,0,28,10,2,2,3,2,6,2,2,6,4,17.78,20,17.78,15.56,15.56,13.33,1,10,8,8,9,9,8,9,8,0,1,0,0,NA
"2345",170,13,1,7,16,4,1,142,0,0,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,7,7,7,7,5,7,7,6,0,0,0,0,NA
"2346",170,13,1,7,16,5,2,143,0,0,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,0,5,7,7,5,7,3,4,4,0,0,0,0,NA
"2347",170,13,1,7,16,8,3,144,0,0,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,0,6,7,7,7,7,6,6,5,0,0,0,0,NA
"2348",170,13,1,7,16,9,4,145,0,0,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,6,7,6,6,6,8,6,5,0,0,0,0,NA
"2349",170,13,1,7,16,15,5,146,0,0,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,5,7,7,6,6,5,5,5,0,0,0,0,NA
"2350",170,13,1,7,16,14,6,147,0,1,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,7,7,7,6,6,7,6,6,0,0,0,0,NA
"2351",170,13,1,7,16,13,7,148,0,1,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,6,6,7,5,8,5,6,5,0,0,0,0,NA
"2352",170,13,1,7,16,12,8,149,0,0,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,7,7,7,6,6,6,6,5,0,0,0,0,NA
"2353",170,13,1,7,16,3,9,150,0,0,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,6,7,7,7,6,7,6,5,0,0,0,0,NA
"2354",170,13,1,7,16,1,10,151,0,0,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,8,7,7,8,7,5,7,6,0,0,0,0,NA
"2355",170,13,1,7,16,7,11,152,0,1,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,0,5,7,6,5,6,5,4,3,0,0,0,0,NA
"2356",170,13,1,7,16,6,12,153,0,1,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,5,7,7,6,5,7,6,5,0,0,0,0,NA
"2357",170,13,1,7,16,10,13,154,0,0,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,6,6,7,5,7,7,6,5,0,0,0,0,NA
"2358",170,13,1,7,16,16,14,155,0,0,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,6,7,7,6,6,6,6,6,0,0,0,0,NA
"2359",170,13,1,7,16,2,15,156,0,0,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,6,8,8,7,8,8,6,5,0,0,0,0,NA
"2360",170,13,1,7,16,11,16,157,0,1,28,10,4,2,1,1,5,3,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,1,6,6,6,5,7,6,5,6,0,0,0,0,NA
"2361",171,14,1,7,16,9,1,142,1,1,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,7,8,9,9,8,7,7,7,0,4,2,1,2
"2362",171,14,1,7,16,10,2,143,0,1,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,0,5,8,9,6,7,9,6,7,0,4,2,1,2
"2363",171,14,1,7,16,13,3,144,0,1,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,8,9,9,9,8,10,8,9,0,4,2,1,2
"2364",171,14,1,7,16,14,4,145,0,1,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,6,8,9,5,8,3,6,6,0,4,2,1,2
"2365",171,14,1,7,16,4,5,146,0,1,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,6,8,9,6,7,7,8,7,0,4,2,1,2
"2366",171,14,1,7,16,3,6,147,0,0,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,0,5,6,7,9,7,4,9,8,0,4,2,1,2
"2367",171,14,1,7,16,2,7,148,0,0,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,7,7,7,6,8,6,8,6,0,4,2,1,2
"2368",171,14,1,7,16,1,8,149,1,1,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,8,7,8,6,9,10,9,8,0,4,2,1,2
"2369",171,14,1,7,16,8,9,150,0,1,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,7,9,9,7,8,5,7,5,0,4,2,1,2
"2370",171,14,1,7,16,6,10,151,0,1,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,9,9,8,8,7,6,8,7,0,4,2,1,2
"2371",171,14,1,7,16,12,11,152,0,0,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,7,7,8,5,7,4,7,6,0,4,2,1,2
"2372",171,14,1,7,16,11,12,153,1,0,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,6,8,8,6,7,4,6,7,0,4,2,1,2
"2373",171,14,1,7,16,15,13,154,1,1,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,9,7,8,8,10,5,8,9,0,4,2,1,2
"2374",171,14,1,7,16,5,14,155,0,1,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,10,8,8,8,9,6,8,4,0,4,2,1,2
"2375",171,14,1,7,16,7,15,156,0,0,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,6,8,9,9,10,4,6,5,0,4,2,1,2
"2376",171,14,1,7,16,16,16,157,0,0,29,8,2,1,1,1,4,2,7,8,4,19.57,10.87,19.57,19.57,19.57,10.87,1,9,8,9,9,10,5,9,6,0,4,2,1,2
"2377",172,15,1,7,16,13,1,142,1,1,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,1,8,7,6,7,7,6,6,6,0,NA,NA,NA,NA
"2378",172,15,1,7,16,14,2,143,0,1,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,0,6,8,9,2,8,1,1,5,0,NA,NA,NA,NA
"2379",172,15,1,7,16,1,3,144,0,1,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,0,4,7,8,5,6,4,4,5,0,NA,NA,NA,NA
"2380",172,15,1,7,16,2,4,145,0,1,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,0,2,7,9,2,4,2,3,7,0,NA,NA,NA,NA
"2381",172,15,1,7,16,8,5,146,0,1,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,0,1,4,5,1,3,1,1,5,0,NA,NA,NA,NA
"2382",172,15,1,7,16,7,6,147,1,0,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,1,8,4,7,7,8,6,8,5,1,NA,NA,NA,NA
"2383",172,15,1,7,16,6,7,148,0,0,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,1,7,4,6,9,8,4,6,3,1,NA,NA,NA,NA
"2384",172,15,1,7,16,5,8,149,1,1,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,1,6,4,7,5,6,7,6,6,0,NA,NA,NA,NA
"2385",172,15,1,7,16,12,9,150,0,1,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,0,4,6,8,4,6,3,3,9,0,NA,NA,NA,NA
"2386",172,15,1,7,16,10,10,151,0,1,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,1,8,7,8,6,8,6,6,4,0,NA,NA,NA,NA
"2387",172,15,1,7,16,16,11,152,0,0,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,1,7,8,8,4,6,3,6,7,0,NA,NA,NA,NA
"2388",172,15,1,7,16,15,12,153,0,0,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,0,4,6,8,2,7,1,4,5,0,NA,NA,NA,NA
"2389",172,15,1,7,16,3,13,154,1,1,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,1,7,8,8,5,6,6,6,5,1,NA,NA,NA,NA
"2390",172,15,1,7,16,9,14,155,0,1,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,0,5,6,6,4,5,5,5,5,0,NA,NA,NA,NA
"2391",172,15,1,7,16,11,15,156,1,0,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,1,6,8,7,7,8,7,7,6,0,NA,NA,NA,NA
"2392",172,15,1,7,16,4,16,157,0,0,27,8,2,5,7,1,3,1,7,5,4,17.78,17.78,22.22,20,15.56,6.67,1,8,5,7,8,9,6,8,4,1,NA,NA,NA,NA
"2393",173,16,1,7,16,10,1,142,1,1,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,1,8,7,7,7,5,5,7,5,0,NA,NA,NA,NA
"2394",173,16,1,7,16,11,2,143,0,1,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,0,4,6,5,4,5,5,3,3,0,NA,NA,NA,NA
"2395",173,16,1,7,16,14,3,144,0,1,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,0,5,7,6,6,6,5,4,4,0,NA,NA,NA,NA
"2396",173,16,1,7,16,15,4,145,0,1,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,0,4,6,6,5,5,5,4,4,0,NA,NA,NA,NA
"2397",173,16,1,7,16,5,5,146,0,1,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,0,5,6,5,5,5,4,4,3,0,NA,NA,NA,NA
"2398",173,16,1,7,16,4,6,147,0,0,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,0,5,7,5,6,6,4,4,4,0,NA,NA,NA,NA
"2399",173,16,1,7,16,3,7,148,0,0,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,0,5,8,5,7,6,5,5,4,0,NA,NA,NA,NA
"2400",173,16,1,7,16,2,8,149,1,1,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,1,8,8,8,8,7,8,8,6,0,NA,NA,NA,NA
"2401",173,16,1,7,16,9,9,150,0,1,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,1,7,7,7,7,7,5,6,4,0,NA,NA,NA,NA
"2402",173,16,1,7,16,7,10,151,1,1,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,1,9,8,7,8,7,7,8,6,0,NA,NA,NA,NA
"2403",173,16,1,7,16,13,11,152,0,0,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,0,5,5,5,5,5,5,5,3,0,NA,NA,NA,NA
"2404",173,16,1,7,16,12,12,153,0,0,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,0,5,5,5,5,5,5,5,3,0,NA,NA,NA,NA
"2405",173,16,1,7,16,16,13,154,1,1,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,1,6,7,6,7,6,6,7,4,0,NA,NA,NA,NA
"2406",173,16,1,7,16,6,14,155,0,1,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,1,6,7,7,8,7,5,6,5,0,NA,NA,NA,NA
"2407",173,16,1,7,16,8,15,156,1,0,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,1,7,7,7,7,7,6,6,5,0,NA,NA,NA,NA
"2408",173,16,1,7,16,1,16,157,0,0,22,2,2,5,7,1,4,1,2,3,4,18.37,18.37,20.41,20.41,16.33,6.12,1,7,8,8,8,8,7,7,6,0,NA,NA,NA,NA
"2609",194,1,0,9,20,18,1,214,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,1,7,8,10,8,10,7,7,5,2,0,0,0,NA
"2610",194,1,0,9,20,20,2,215,0,0,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,1,9,9,9,9,9,7,8,6,2,0,0,0,NA
"2611",194,1,0,9,20,7,3,216,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,0,4,8,8,6,8,5,5,5,2,0,0,0,NA
"2612",194,1,0,9,20,13,4,217,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,1,8,8,10,7,10,9,6,5,2,0,0,0,NA
"2613",194,1,0,9,20,4,5,218,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,1,8,9,10,7,10,7,6,4,2,0,0,0,NA
"2614",194,1,0,9,20,1,6,219,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,1,8,9,8,7,8,6,6,6,2,0,0,0,NA
"2615",194,1,0,9,20,9,7,220,0,0,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,0,6,10,10,9,10,7,7,7,2,0,0,0,NA
"2616",194,1,0,9,20,16,8,221,1,0,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,1,8,10,10,8,10,7,8,7,2,0,0,0,NA
"2617",194,1,0,9,20,11,9,222,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,0,3,10,9,6,8,5,5,5,2,0,0,0,NA
"2618",194,1,0,9,20,5,10,223,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,0,6,10,10,7,10,6,6,6,2,0,0,0,NA
"2619",194,1,0,9,20,3,11,224,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,1,7,9,10,8,9,9,7,7,2,0,0,0,NA
"2620",194,1,0,9,20,8,12,225,0,0,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,0,7,10,10,8,9,6,7,6,2,0,0,0,NA
"2621",194,1,0,9,20,2,13,226,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,1,10,8,8,8,8,7,7,6,2,0,0,0,NA
"2622",194,1,0,9,20,19,14,227,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,1,10,8,7,7,9,6,7,5,2,0,0,0,NA
"2623",194,1,0,9,20,14,15,228,0,0,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,0,7,10,10,6,10,5,6,4,2,0,0,0,NA
"2624",194,1,0,9,20,17,16,229,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,1,8,9,8,6,7,7,7,6,2,0,0,0,NA
"2625",194,1,0,9,20,6,17,230,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,0,6,10,9,8,8,6,5,5,2,0,0,0,NA
"2626",194,1,0,9,20,15,18,231,0,0,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,1,8,10,9,8,8,7,7,7,2,0,0,0,NA
"2627",194,1,0,9,20,10,19,232,0,1,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,0,5,10,9,6,7,6,5,7,2,0,0,0,NA
"2628",194,1,0,9,20,12,20,233,0,0,24,3,2,9,9,3,3,2,3,7,4,16,16,20,16,18,14,0,6,7,9,7,8,6,7,5,2,0,0,0,NA
"2629",195,2,0,9,20,2,1,214,0,1,27,10,2,3,9,1,2,1,2,8,4,15.38,19.23,19.23,19.23,13.46,13.46,0,8,7,10,8,9,9,10,1,1,0,4,1,1
"2630",195,2,0,9,20,4,2,215,1,0,27,10,2,3,9,1,2,1,2,8,4,15.38,19.23,19.23,19.23,13.46,13.46,1,7,8,9,9,8,9,10,8,2,0,4,1,1
"2631",195,2,0,9,20,11,3,216,0,1,27,10,2,3,9,1,2,1,2,8,4,15.38,19.23,19.23,19.23,13.46,13.46,0,5,8,7,6,8,6,6,7,2,0,4,1,1
"2632",195,2,0,9,20,17,4,217,1,1,27,10,2,3,9,1,2,1,2,8,4,15.38,19.23,19.23,19.23,13.46,13.46,1,9,6,10,7,9,6,6,7,2,0,4,1,1
"2633",195,2,0,9,20,8,5,218,0,1,27,10,2,3,9,1,2,1,2,8,4,15.38,19.23,19.23,19.23,13.46,13.46,0,6,10,10,5,9,6,7,6,2,0,4,1,1
"2634",195,2,0,9,20,5,6,219,0,1,27,10,2,3,9,1,2,1,2,8,4,15.38,19.23,19.23,19.23,13.46,13.46,0,9,10,9,9,8,9,9,7,2,0,4,1,1
