"","X.2","X.1","X","iid_W","id_W","wave_W","partner_W","pid_W","samerace_W","match","gender_W","order_W","age_W","tuition_W","race_W","imprace_W","imprelig_W","income_W","goal_W","date_W","go_out_W","sportsAct_W","tvsportsAct_W","exerciseAct_W","diningAct_W","museumsAct_W","artAct_W","hikingAct_W","gamingAct_W","clubbingAct_W","readingAct_W","tvAct_W","theaterAct_W","moviesAct_W","concertsAct_W","musicAct_W","shoppingAct_W","yogaAct_W","exphappy_W","attrPref_W","sincPref_W","intelPref_W","funPref_W","ambPref_W","sharPref_W","dec_W","attrRating_W_of_M","sincRating_W_of_M","intelRating_W_of_M","funRating_W_of_M","ambRating_W_of_M","sharRating_W_of_M","likeRating_W_of_M","prob_W","met_W","goalMeetNew_W","goalFunNight_W","goalOther_W","goalGetDate_W","goalSeriousRel_W","goalSayDid_W","date7_W","date5_W","date3_W","date4_W","date6_W","date1_W","date2_W","raceAsian_W","raceWhite_W","rateOther_W","raceLatino_W","raceBlack_W","go_out1_W","go_out4_W","go_out2_W","go_out3_W","go_out7_W","go_out5_W","go_out6_W","fieldLaw_W","fieldMath_W","fieldPoliSci_W","fieldBusiness_W","fieldEngin_W","fieldAcademia_W","fieldSocialSci_W","fieldSocialWork_W","fieldUndecided_W","fieldMedicine_W","fieldHistReligPhil_W","fieldEnglish_W","fieldScience_W","fieldFilm_W","fieldLanguages_W","fieldArts_W","fieldArch_W","fieldOther_W","careerCreative_W","careerLaw_W","careerInternational_W","careerAcademic_W","careerFinance_W","careerUndecided_W","careerEngineer_W","careerPsychology_W","careerMedicine_W","careerSports_W","careerSocialWork_W","careerRealEstate_W","careerOther_W","careerSpeech_W","careerArch_W","careerPolitics_W","careerJourn_W","activityAvg_W","raterDecSum_W","decSum_W","attrRatingAvg_W_of_M","sincRatingAvg_W_of_M","intelRatingAvg_W_of_M","funRatingAvg_W_of_M","ambRatingAvg_W_of_M","sharRatingAvg_W_of_M","likeRatingAvg_W_of_M","decAvg_W_of_M","raterDecAvg_W","attrRatingGuess_W_of_M","sincRatingGuess_W_of_M","intelRatingGuess_W_of_M","funRatingGuess_W_of_M","ambRatingGuess_W_of_M","sharRatingGuess_W_of_M","likeRatingGuess_W_of_M","gender_M","order_M","age_M","tuition_M","race_M","imprace_M","imprelig_M","income_M","goal_M","date_M","go_out_M","sportsAct_M","tvsportsAct_M","exerciseAct_M","diningAct_M","museumsAct_M","artAct_M","hikingAct_M","gamingAct_M","clubbingAct_M","readingAct_M","tvAct_M","theaterAct_M","moviesAct_M","concertsAct_M","musicAct_M","shoppingAct_M","yogaAct_M","exphappy_M","attrPref_M","sincPref_M","intelPref_M","funPref_M","ambPref_M","sharPref_M","dec_M","attrRating_M_of_W","sincRating_M_of_W","intelRating_M_of_W","funRating_M_of_W","ambRating_M_of_W","sharRating_M_of_W","likeRating_M_of_W","prob_M","met_M","goalMeetNew_M","goalFunNight_M","goalOther_M","goalGetDate_M","goalSeriousRel_M","goalSayDid_M","date7_M","date5_M","date3_M","date4_M","date6_M","date1_M","date2_M","raceAsian_M","raceWhite_M","rateOther_M","raceLatino_M","raceBlack_M","go_out1_M","go_out4_M","go_out2_M","go_out3_M","go_out7_M","go_out5_M","go_out6_M","fieldLaw_M","fieldMath_M","fieldPoliSci_M","fieldBusiness_M","fieldEngin_M","fieldAcademia_M","fieldSocialSci_M","fieldSocialWork_M","fieldUndecided_M","fieldMedicine_M","fieldHistReligPhil_M","fieldEnglish_M","fieldScience_M","fieldFilm_M","fieldLanguages_M","fieldArts_M","fieldArch_M","fieldOther_M","careerCreative_M","careerLaw_M","careerInternational_M","careerAcademic_M","careerFinance_M","careerUndecided_M","careerEngineer_M","careerPsychology_M","careerMedicine_M","careerSports_M","careerSocialWork_M","careerRealEstate_M","careerOther_M","careerSpeech_M","careerArch_M","careerPolitics_M","careerJourn_M","activityAvg_M","raterDecSum_M","decSum_M","attrRatingAvg_M_of_W","sincRatingAvg_M_of_W","intelRatingAvg_M_of_W","funRatingAvg_M_of_W","ambRatingAvg_M_of_W","sharRatingAvg_M_of_W","likeRatingAvg_M_of_W","decAvg_M_of_W","raterDecAvg_M","attrRatingGuess_M_of_W","sincRatingGuess_M_of_W","intelRatingGuess_M_of_W","funRatingGuess_M_of_W","ambRatingGuess_M_of_W","sharRatingGuess_M_of_W","likeRatingGuess_M_of_W","raceAsian_M_Cross_raceAsian_W","raceAsian_M_Cross_raceWhite_W","raceAsian_M_Cross_raceLatino_W","raceAsian_M_Cross_raceBlack_W","raceWhite_M_Cross_raceAsian_W","raceWhite_M_Cross_raceWhite_W","raceWhite_M_Cross_raceLatino_W","raceWhite_M_Cross_raceBlack_W","raceLatino_M_Cross_raceAsian_W","raceLatino_M_Cross_raceWhite_W","raceBlack_M_Cross_raceAsian_W","raceBlack_M_Cross_raceWhite_W","careerCreative_M_Cross_careerInternational_W","careerCreative_M_Cross_careerAcademic_W","careerCreative_M_Cross_careerFinance_W","careerLaw_M_Cross_careerCreative_W","careerLaw_M_Cross_careerLaw_W","careerLaw_M_Cross_careerInternational_W","careerLaw_M_Cross_careerAcademic_W","careerLaw_M_Cross_careerFinance_W","careerFinance_M_Cross_careerCreative_W","careerFinance_M_Cross_careerLaw_W","careerFinance_M_Cross_careerInternational_W","careerFinance_M_Cross_careerAcademic_W","careerFinance_M_Cross_careerFinance_W","careerFinance_M_Cross_careerUndecided_W","careerFinance_M_Cross_careerPsychology_W","careerFinance_M_Cross_careerMedicine_W","careerFinance_M_Cross_careerSocialWork_W","careerUndecided_M_Cross_careerAcademic_W","careerMedicine_M_Cross_careerAcademic_W","fieldLaw_M_Cross_fieldLaw_W","fieldLaw_M_Cross_fieldAcademia_W","fieldLaw_M_Cross_fieldSocialSci_W","fieldLaw_M_Cross_fieldSocialWork_W","fieldPoliSci_M_Cross_fieldPoliSci_W","fieldPoliSci_M_Cross_fieldBusiness_W","fieldPoliSci_M_Cross_fieldAcademia_W","fieldPoliSci_M_Cross_fieldScience_W","fieldBusiness_M_Cross_fieldLaw_W","fieldBusiness_M_Cross_fieldPoliSci_W","fieldBusiness_M_Cross_fieldBusiness_W","fieldBusiness_M_Cross_fieldEngin_W","fieldBusiness_M_Cross_fieldAcademia_W","fieldBusiness_M_Cross_fieldSocialSci_W","fieldBusiness_M_Cross_fieldSocialWork_W","fieldBusiness_M_Cross_fieldEnglish_W","fieldBusiness_M_Cross_fieldScience_W","fieldBusiness_M_Cross_fieldLanguages_W","fieldEngin_M_Cross_fieldEngin_W","fieldEngin_M_Cross_fieldAcademia_W","fieldEngin_M_Cross_fieldSocialSci_W","fieldEngin_M_Cross_fieldSocialWork_W","fieldEngin_M_Cross_fieldEnglish_W","fieldEngin_M_Cross_fieldScience_W","fieldEngin_M_Cross_fieldLanguages_W","fieldScience_M_Cross_fieldPoliSci_W","fieldScience_M_Cross_fieldBusiness_W","fieldScience_M_Cross_fieldHistReligPhil_W","fieldScience_M_Cross_fieldScience_W"
"454",1636,1636,1636,305,13,12,12,319,0,0,0,5,29,25,4,6,9,42,1,4,1,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,0,4,6,7,5,9,6,6,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7,3,4.46153846153846,7.84615384615385,7.53846153846154,6.46153846153846,6.69230769230769,6.15384615384615,5.69230769230769,0.230769230769231,0.538461538461538,4.68794262172006,7.4529246462489,7.55860232670764,6.4600368855994,6.06039241476574,6.63039579572438,5.92659402156996,1,5,26,14,2,2,4,42,6,7,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,0,6,8,6,5,8,6,7,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41176470588235,7,3,6.61538461538461,7.15384615384615,7.30769230769231,6,6.07692307692308,5,5.84615384615385,0.230769230769231,0.538461538461538,7.53221303489171,7.26639933988784,7.36917929672167,6.84525856930445,6.28178706169074,6.52972349085992,6.54270175915726,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455",1637,1637,1637,305,13,12,13,320,0,0,0,3,29,25,4,6,9,42,1,4,1,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,0,7,7,7,5,5,5,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7,0,5.38461538461539,7.07692307692308,7.69230769230769,5.69230769230769,7.23076923076923,5.76923076923077,5.53846153846154,0,0.538461538461538,5.35164925825663,6.80960077549925,7.82810218355819,5.8701991329193,6.57367218507192,6.20480592669742,5.72736071575007,1,3,36,10,2,6,8,23,4,5,5,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,0,8,2,9,5,9,6,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58823529411765,1,3,6.46153846153846,7.61538461538461,7.07692307692308,6,6,5,6,0.230769230769231,0.0769230769230769,6.40545998939238,8.16411904079956,7.02920954159553,4.35603284221724,5.73979002911098,5.51403801184214,5.30647056625244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456",1638,1638,1638,305,13,12,14,321,0,0,0,7,29,25,4,6,9,42,1,4,1,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,1,7,6,7,6,6,5,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7,5,6,6.61538461538461,7.46153846153846,5.92307692307692,7,4.84615384615385,5.84615384615385,0.307692307692308,0.461538461538462,5.86610776984077,6.28607096139045,7.34710525629018,5.5435555870945,7.27874594664603,5.21475539620315,10,1,7,29,25,2,3,3,42,1,5,1,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,6,30,15,15,20,10,10,0,4,8,7,6,5,5,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.88235294117647,0,3,6.76923076923077,7.15384615384615,7.23076923076923,5.92307692307692,6.30769230769231,5.07692307692308,6,0.230769230769231,0,5.57583667922081,6.89000032586338,6.86689046216126,5.75564234939382,5.64829206805608,5.22551982854316,5.30243091590728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457",1639,1639,1639,305,13,12,2,309,0,1,0,4,29,25,4,6,9,42,1,4,1,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,1,7,9,9,8,2,7,8,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7,7,6.61538461538461,8.23076923076923,8.23076923076923,7.15384615384615,7.38461538461539,6.23076923076923,6.69230769230769,0.461538461538462,0.461538461538462,6.8297517744852,7.7799146884641,8.01943771827839,6.88468893053439,6.92879645149036,6.37210536742509,6.89441587787356,1,4,32,25,2,5,9,30,3,3,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,7,20,20,20,20,10,10,1,10,10,10,10,10,5,8,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,6.30769230769231,7,7,5.61538461538461,5.92307692307692,5.07692307692308,5.76923076923077,0.153846153846154,0.230769230769231,8.41398804076381,8.47496915281739,8.23083145730257,7.17495931313949,8.26713799477851,5.16843327126069,6.74972730165214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458",1640,1640,1640,305,13,12,3,310,0,0,0,11,29,25,4,6,9,42,1,4,1,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,1,8,7,8,6,6,5,7,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7,3,5.92307692307692,6.92307692307692,7.46153846153846,5,5.76923076923077,4.07692307692308,4.53846153846154,0.153846153846154,0.461538461538462,6.01672262415723,6.68036432343486,7.55995025441995,5.13872160251933,5.10159330013422,4.72448853862095,4.94209378343563,1,11,25,26,2,7,8,55,1,3,1,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,6,24,15,20,20,8,13,0,7,8,7,6,6,4,6,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.52941176470588,4,3,6.53846153846154,7.15384615384615,7.23076923076923,5.92307692307692,6.23076923076923,5.15384615384615,5.92307692307692,0.230769230769231,0.307692307692308,7.02565261190394,7.12121618288856,7.03525959227346,5.79993001670285,6.32553815172157,4.46265827996088,5.82270005574854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"459",1641,1641,1641,305,13,12,4,311,1,0,0,6,29,25,4,6,9,42,1,4,1,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,1,9,8,8,6,6,7,8,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7,8,7.26923076923077,7.92307692307692,7.76923076923077,7.23076923076923,7.53846153846154,6.34615384615385,6.76923076923077,0.538461538461538,0.461538461538462,7.30885166333627,7.58530726661319,7.76931339963663,7.70283069018713,7.19320919567983,6.5324653355625,7.35347065086822,1,6,29,26,4,1,1,57,2,6,1,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,8,50,20,10,10,5,5,0,5,7,6,5,6,7,6,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.64705882352941,4,3,6.69230769230769,7.23076923076923,7.30769230769231,6,6.23076923076923,4.92307692307692,5.92307692307692,0.230769230769231,0.307692307692308,5.98920315781921,5.82888499230991,6.25366376431548,5.73566169872203,6.22573114671788,5.86996067114837,6.10535407266843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460",1642,1642,1642,305,13,12,5,312,0,0,0,14,29,25,4,6,9,42,1,4,1,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,1,7,8,8,8,7,8,8,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7,7,6.76923076923077,7.84615384615385,7.88461538461539,6.84615384615385,7.38461538461539,7.15384615384615,6.92307692307692,0.461538461538462,0.461538461538462,6.74363716563871,7.61908227258135,7.9066723145556,6.91208143082264,7.11052045426782,7.31709119134696,7.55527372515357,1,14,23,27,2,3,1,33,2,4,2,7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,5,25,5,30,15,5,20,0,5,7,8,4,8,5,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29411764705882,3,3,6.69230769230769,7.23076923076923,7.15384615384615,6.07692307692308,6.07692307692308,5.07692307692308,6,0.230769230769231,0.230769230769231,6.30538853897871,6.69185633199396,6.84328520282889,5.00043390280634,6.114521786894,3.88360966682285,5.22152277002152,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461",1643,1643,1643,305,13,12,6,313,0,0,0,8,29,25,4,6,9,42,1,4,1,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,0,7,7,7,6,7,6,7,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7,9,7,8.30769230769231,8.15384615384615,7.84615384615385,7.15384615384615,7.38461538461539,7.69230769230769,0.692307692307692,0.538461538461538,7.14536799355599,8.12240699114937,8.17821508401659,7.37645421452714,7.53927387348404,7.96502929437248,7.88694163800311,1,8,27,27,2,2,3,42,1,4,1,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,6,19,13,18,18,10,22,0,6,7,7,5,6,4,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76470588235294,2,3,6.61538461538461,7.23076923076923,7.23076923076923,6,6.23076923076923,5.15384615384615,6,0.230769230769231,0.153846153846154,5.18107538070326,6.93109069724186,7.49139264005074,6.27290173561732,7.11521507490788,5.45010007927586,6.1737738984423,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462",1644,1644,1644,305,13,12,7,314,0,0,0,9,29,25,4,6,9,42,1,4,1,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,1,6,8,9,8,8,6,7,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7,1,5.53846153846154,7.69230769230769,8.23076923076923,5.69230769230769,7.53846153846154,5.30769230769231,5.69230769230769,0,0.461538461538462,5.90639689074769,7.64152385206885,8.27012096023255,5.96476086250249,6.85103176691746,10,6.77043885259178,1,9,32,25,6,3,1,42,2,6,2,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,6,20,10,30,20,10,10,0,6,6,6,6,5,5,6,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58823529411765,6,3,6.61538461538461,7.30769230769231,7.30769230769231,5.92307692307692,6.30769230769231,5.07692307692308,5.92307692307692,0.230769230769231,0.461538461538462,6.01930047322699,7.15763509097915,6.23378273413825,5.41396135361908,5.72198288315515,4.92720555168564,5.5357171593485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463",1645,1645,1645,305,13,12,8,315,0,1,0,10,29,25,4,6,9,42,1,4,1,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,1,5,9,9,8,7,8,8,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7,5,6.5,7.30769230769231,8.07692307692308,6.23076923076923,7.23076923076923,5.42307692307692,6.53846153846154,0.307692307692308,0.461538461538462,6.77554239294586,6.82575564151223,7.87592736188377,6.30431005696434,7.19403359183607,5.72378721556059,6.92163995665492,1,10,27,27,2,1,4,42,3,5,3,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,5,6.67,19.05,42.86,9.52,14.29,7.62,1,9,8,8,6,4,5,7,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70588235294118,7,3,6.38461538461539,7.15384615384615,7.15384615384615,5.92307692307692,6.38461538461539,5.07692307692308,5.84615384615385,0.153846153846154,0.461538461538462,7.05919180635034,7.63873459310699,8.07277877991485,6.73559548507363,5.74186610047743,3.48618796197747,6.2202013197546,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"464",1646,1646,1646,305,13,12,9,316,0,0,0,12,29,25,4,6,9,42,1,4,1,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,0,7,5,7,5,9,7,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,7,9,7.46153846153846,7.76923076923077,8.07692307692308,8.38461538461539,8.38461538461539,6.84615384615385,7.46153846153846,0.692307692307692,0.538461538461538,7.73901892676189,7.89070826277212,8.25482018201883,8.10830315692378,8.69486201828482,7.07237435093179,7.98805109622023,1,12,25,26,2,3,3,31,2,4,1,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,0,5,6,5,4,4,3,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.58823529411765,7,3,6.69230769230769,7.30769230769231,7.38461538461539,6.07692307692308,6.38461538461539,5.23076923076923,6.15384615384615,0.230769230769231,0.538461538461538,6.50552830324971,6.97847499393192,7.13213959703339,6.1216767994535,5.38959460789315,4.51656544054354,5.46068673359146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465",1647,1647,1647,306,14,12,1,308,1,0,0,9,22,25,4,6,2,42,1,6,3,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,0,9,9,9,9,8,9,8,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58823529411765,7,1,4.76923076923077,8.07692307692308,8.38461538461539,5.69230769230769,7.69230769230769,5.07692307692308,6.23076923076923,0.0769230769230769,0.538461538461538,5.0067066601752,7.65071172249667,7.80276776720491,6.1277421014768,7.47635071917174,4.67870650325503,6.50090416420349,1,9,27,25,4,7,3,42,1,7,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,0,10,10,10,10,8,7,9,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35294117647059,7,2,6.69230769230769,7.38461538461539,6.38461538461539,5.76923076923077,5.30769230769231,4.46153846153846,5.92307692307692,0.153846153846154,0.538461538461538,7.95716424784069,8.65252884087813,7.49100203491649,6.55923544863927,5.26815908863389,5.83346515487892,7.44831801505192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
