"","X.1","X","iidW","idW","wave","partnerW","pidW","match","sameRace","ageW","tuitionWealthIndW","impraceW","impreligW","incomeWealthIndW","dateW","goOutW","sportsPhysActW","tvsportsMiscActW","exercisePhysActW","diningWealthIndW","museumsArtActW","artArtActW","hikingPhysActW","gamingMiscActW","clubbingMiscActW","readingArtActW","tvMiscActW","theaterArtActW","moviesArtActW","concertsMiscActW","musicArtActW","shoppingWealthIndW","yogaPhysActW","exphappyW","expnumW","attrPrefW","sincPrefW","intelPrefW","funPrefW","ambPrefW","sharPrefW","decW","attrRatingOfMbyW","sincRatingOfMbyW","intelRatingOfMbyW","funRatingOfMbyW","ambRatingOfMbyW","sharRatingOfMbyW","likeRatingOfMbyW","probRatingOfMbyW","metW","goalMeetNewW","goalFunNightW","goalOtherW","goalGetDateW","goalSeriousRelW","goalSayDidW","date7W","date5W","date3W","date4W","date6W","date1W","date2W","raceAsianW","raceWhiteW","rateOtherW","raceLatinoW","raceBlackW","fieldLawW","fieldMathW","fieldPoliSciW","fieldBusinessW","fieldEnginW","fieldAcademiaW","fieldSocialSciW","fieldSocialWorkW","fieldUndecidedW","fieldMedicineW","fieldHistReligPhilW","fieldEnglishW","fieldScienceW","fieldFilmW","fieldLanguagesW","fieldArtsW","fieldArchW","fieldOtherW","careerCreativeW","careerLawW","careerInternationalW","careerAcademicW","careerFinanceW","careerUndecidedW","careerEngineerW","careerPsychologyW","careerMedicineW","careerSportsW","careerSocialWorkW","careerRealEstateW","careerOtherW","careerSpeechW","careerArchW","careerPoliticsW","careerJournW","attrAvgRatingOfMbyW","sincAvgRatingOfMbyW","intelAvgRatingOfMbyW","funAvgRatingOfMbyW","ambAvgRatingOfMbyW","sharAvgRatingOfMbyW","likeAvgRatingOfMbyW","probAvgRatingOfMbyW","decAvgOfMbyW","raterDecAvgW","attrRatingGuessOfMbyW","sincRatingGuessOfMbyW","intelRatingGuessOfMbyW","funRatingGuessOfMbyW","ambRatingGuessOfMbyW","sharRatingGuessOfMbyW","likeRatingGuessOfMbyW","probRatingGuessOfMbyW","ageM","tuitionWealthIndM","impraceM","impreligM","incomeWealthIndM","dateM","goOutM","sportsPhysActM","tvsportsMiscActM","exercisePhysActM","diningWealthIndM","museumsArtActM","artArtActM","hikingPhysActM","gamingMiscActM","clubbingMiscActM","readingArtActM","tvMiscActM","theaterArtActM","moviesArtActM","concertsMiscActM","musicArtActM","shoppingWealthIndM","yogaPhysActM","exphappyM","expnumM","attrPrefM","sincPrefM","intelPrefM","funPrefM","ambPrefM","sharPrefM","decM","attrRatingOfWbyM","sincRatingOfWbyM","intelRatingOfWbyM","funRatingOfWbyM","ambRatingOfWbyM","sharRatingOfWbyM","likeRatingOfWbyM","probRatingOfWbyM","metM","goalMeetNewM","goalFunNightM","goalOtherM","goalGetDateM","goalSeriousRelM","goalSayDidM","date7M","date5M","date3M","date4M","date6M","date1M","date2M","raceAsianM","raceWhiteM","rateOtherM","raceLatinoM","raceBlackM","fieldLawM","fieldMathM","fieldPoliSciM","fieldBusinessM","fieldEnginM","fieldAcademiaM","fieldSocialSciM","fieldSocialWorkM","fieldUndecidedM","fieldMedicineM","fieldHistReligPhilM","fieldEnglishM","fieldScienceM","fieldFilmM","fieldLanguagesM","fieldArtsM","fieldArchM","fieldOtherM","careerCreativeM","careerLawM","careerInternationalM","careerAcademicM","careerFinanceM","careerUndecidedM","careerEngineerM","careerPsychologyM","careerMedicineM","careerSportsM","careerSocialWorkM","careerRealEstateM","careerOtherM","careerSpeechM","careerArchM","careerPoliticsM","careerJournM","attrAvgRatingOfWbyM","sincAvgRatingOfWbyM","intelAvgRatingOfWbyM","funAvgRatingOfWbyM","ambAvgRatingOfWbyM","sharAvgRatingOfWbyM","likeAvgRatingOfWbyM","probAvgRatingOfWbyM","decAvgOfWbyM","raterDecAvgM","attrRatingGuessOfWbyM","sincRatingGuessOfWbyM","intelRatingGuessOfWbyM","funRatingGuessOfWbyM","ambRatingGuessOfWbyM","sharRatingGuessOfWbyM","likeRatingGuessOfWbyM","probRatingGuessOfWbyM","raceAsianMraceAsianW","raceAsianMraceWhiteW","raceAsianMraceLatinoW","raceAsianMraceBlackW","raceWhiteMraceAsianW","raceWhiteMraceWhiteW","raceWhiteMraceLatinoW","raceWhiteMraceBlackW","raceLatinoMraceAsianW","raceLatinoMraceWhiteW","raceBlackMraceAsianW","raceBlackMraceWhiteW","raceAsianMraceAsianWimpRaceM","raceAsianMraceWhiteWimpRaceM","raceAsianMraceLatinoWimpRaceM","raceAsianMraceBlackWimpRaceM","raceWhiteMraceAsianWimpRaceM","raceWhiteMraceWhiteWimpRaceM","raceWhiteMraceLatinoWimpRaceM","raceWhiteMraceBlackWimpRaceM","raceLatinoMraceAsianWimpRaceM","raceLatinoMraceWhiteWimpRaceM","raceBlackMraceAsianWimpRaceM","raceBlackMraceWhiteWimpRaceM","raceAsianMraceAsianWimpRaceW","raceAsianMraceWhiteWimpRaceW","raceAsianMraceLatinoWimpRaceW","raceAsianMraceBlackWimpRaceW","raceWhiteMraceAsianWimpRaceW","raceWhiteMraceWhiteWimpRaceW","raceWhiteMraceLatinoWimpRaceW","raceWhiteMraceBlackWimpRaceW","raceLatinoMraceAsianWimpRaceW","raceLatinoMraceWhiteWimpRaceW","raceBlackMraceAsianWimpRaceW","raceBlackMraceWhiteWimpRaceW","careerMedicineWcareerMedicineW","careerCreativeMcareerInternationalW","careerCreativeMcareerAcademicW","careerCreativeMcareerFinanceW","careerLawMcareerCreativeW","careerLawMcareerLawW","careerLawMcareerInternationalW","careerLawMcareerAcademicW","careerLawMcareerFinanceW","careerAcademicMcareerCreativeW","careerAcademicMcareerLawW","careerAcademicMcareerInternationalW","careerAcademicMcareerAcademicW","careerAcademicMcareerFinanceW","careerAcademicMcareerUndecidedW","careerAcademicMcareerMedicineW","careerAcademicMcareerSocialWorkW","careerFinanceMcareerCreativeW","careerFinanceMcareerLawW","careerFinanceMcareerInternationalW","careerFinanceMcareerAcademicW","careerFinanceMcareerFinanceW","careerFinanceMcareerUndecidedW","careerFinanceMcareerPsychologyW","careerFinanceMcareerMedicineW","careerFinanceMcareerSocialWorkW","careerUndecidedMcareerAcademicW","careerMedicineMcareerAcademicW","fieldMathWfieldMathW","fieldMedicineWfieldMedicineW","fieldLawMFieldLawW","fieldLawMFieldAcademiaW","fieldLawMFieldSocialSciW","fieldLawMFieldSocialWorkW","fieldPoliSciMFieldPoliSciW","fieldPoliSciMFieldBusinessW","fieldPoliSciMFieldAcademiaW","fieldPoliSciMFieldScienceW","fieldBusinessMFieldLawW","fieldBusinessMFieldPoliSciW","fieldBusinessMFieldBusinessW","fieldBusinessMFieldEnginW","fieldBusinessMFieldAcademiaW","fieldBusinessMFieldSocialSciW","fieldBusinessMFieldSocialWorkW","fieldBusinessMFieldEnglishW","fieldBusinessMFieldScienceW","fieldBusinessMFieldLanguagesW","fieldEnginMFieldEnginW","fieldEnginMFieldAcademiaW","fieldEnginMFieldSocialSciW","fieldEnginMFieldSocialWorkW","fieldEnginMFieldEnglishW","fieldEnginMFieldScienceW","fieldEnginMFieldLanguagesW","fieldScienceMFieldPoliSciW","fieldScienceMFieldBusinessW","fieldScienceMFieldHistReligPhilW","fieldScienceMFieldScienceW"
"2485",2485,2485,390,12,15,16,412,0,0,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,1,6,8,8,6,8,6,6,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70588235294118,7.41176470588235,7.58823529411765,6.76470588235294,7.35294117647059,5.70588235294118,6.05882352941176,5.35294117647059,0.294117647058824,0.944444444444444,8.16768616944805,10,8.03950519978559,5.67387425965364,10,5.22136540119675,4.75688461244696,4.79731943602021,27,25,1,1,42,5,2,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,4,4,75,5,5,5,5,5,0,7,6,7,7,8,9,8,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.55555555555556,6,6.30555555555556,4.27777777777778,6.22222222222222,2.83333333333333,4.16666666666667,5.16666666666667,0.166666666666667,0.529411764705882,4.23093752504889,5.90414344005834,6.29637280732767,6.09707314200174,7.57272051434372,4.72178587501934,7.14779238175017,4.74870289173942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2486",2486,2486,390,12,15,17,413,0,0,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,1,6,8,8,8,8,6,8,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94117647058824,8.05882352941176,7.94117647058824,6.94117647058824,7.47058823529412,6.23529411764706,7.05882352941176,5.17647058823529,0.588235294117647,0.944444444444444,7.68933579785085,6.11476359971651,8.96968938416218,7.67521768020514,0,6.37704402018894,7.31409463721632,5.61879929936353,26,26,5,3,42,5,2,6,7,5,7,5,3,5,5,4,6,8,6,9,6,6,7,0,8,4,10,10,30,30,5,15,0,5,6,7,5,6,6,5,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.66666666666667,6,6.30555555555556,4.38888888888889,6.33333333333333,3,4.33333333333333,5.22222222222222,0.166666666666667,0.0588235294117647,0,2.00983098450631,5.48878858424134,3.0677461808822,3.25427724481403,6.90476616771462,4.42721263739895,8.22200822218759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2487",2487,2487,390,12,15,18,414,1,0,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,1,6,8,8,6,8,6,6,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47058823529412,7.41176470588235,7.70588235294118,6.11764705882353,7.76470588235294,5.11764705882353,5.76470588235294,4.47058823529412,0.411764705882353,0.944444444444444,6.50504095654385,7.66190874193941,7.81994621767543,7.13633155518397,7.95602527748338,2.1894005685733,4.61099112003384,3.96781060987694,29,27,2,10,55,1,1,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,4,95,1,1,1,1,1,1,6,6,5,4,3,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.61111111111111,6,6.41666666666667,4.44444444444444,6.5,3.33333333333333,4.33333333333333,5.55555555555556,0.111111111111111,1,9.23773387223337,10,7.30901418958178,7.23296454119188,8.16452600196209,5.15086926436912,3.87899518837523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2488",2488,2488,390,12,15,19,415,1,0,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,1,4,6,6,6,6,6,4,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17647058823529,4.76470588235294,5.05882352941176,4.11764705882353,5.35294117647059,3.35294117647059,3.23529411764706,4.17647058823529,0,0.944444444444444,5.6654553709942,6.89713916432804,10,4.898811091948,6.98999105348278,5.75632626947979,7.58843255971745,7.20408225294693,31,12,3,1,52,4,2,1,1,6,6,7,5,1,1,3,10,1,6,6,3,7,1,1,4,4,10,20,40,10,10,10,1,5,5,5,5,5,5,5,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,6.05555555555556,6.41666666666667,4.38888888888889,6.38888888888889,3.05555555555556,4.33333333333333,5.27777777777778,0.111111111111111,1,5.25379535794858,6.43758576830161,6.51657179594241,5.51409876218947,5.87479134890829,3.90787582347311,0,9.1823615932631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2489",2489,2489,390,12,15,2,398,0,0,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,1,8,8,8,8,7,6,6,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05882352941176,7.29411764705882,7.41176470588235,8.29411764705882,7.05882352941176,6.52941176470588,7.23529411764706,6.08823529411765,0.647058823529412,0.944444444444444,6.36681293081114,2.56877162306906,6.26461597014821,6.21887668285276,5.439224070598,8.26977568889342,6.28367142179095,3.54316908295773,29,25,7,2,42,3,1,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,4,45,10,10,30,0,5,0,3,7,5,1,3,1,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.77777777777778,5.94444444444444,6.41666666666667,4.61111111111111,6.5,3.27777777777778,4.44444444444444,5.38888888888889,0.166666666666667,0.411764705882353,10,10,6.54640002752199,0,5.44748629083379,3.83588188577086,8.49132299317975,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2490",2490,2490,390,12,15,3,399,0,0,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,0,6,7,7,7,7,6,6,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52941176470588,6.88235294117647,7.23529411764706,6.70588235294118,7.29411764705882,6,6.05882352941176,5.70588235294118,0.352941176470588,1,10,0,3.46773674567021,10,7.30841167788973,7.27728679579448,1.10985318497471,9.58698199359463,29,12,1,1,48,4,2,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,4,25,10,20,20,10,15,0,4,7,7,4,7,2,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.72222222222222,5.94444444444444,6.30555555555556,4.44444444444444,6.27777777777778,3.22222222222222,4.38888888888889,5.33333333333333,0.166666666666667,0.0588235294117647,9.34708292239565,9.68010638469091,7.58694537901747,0,5.22565766344381,4.2425915894184,4.81979955137995,4.97670354166347,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2491",2491,2491,390,12,15,4,400,0,0,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,1,8,6,8,6,8,6,4,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05882352941176,7.76470588235294,8.05882352941176,7.23529411764706,8.29411764705882,6.64705882352941,7.20588235294118,5.58823529411765,0.764705882352941,0.944444444444444,6.21285811456433,8.10182386662578,8.23973837596221,0,10,4.12266463051439,7.45392524622344,5.80927193116675,26,25,7,7,42,4,2,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,4,70,5,20,3,1,1,0,1,7,9,1,7,1,3,6,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.88888888888889,5.94444444444444,6.19444444444444,4.61111111111111,6.27777777777778,3.27777777777778,4.44444444444444,5.22222222222222,0.166666666666667,0.470588235294118,6.81656994887414,6.15931413944531,5.27712376714725,10,6.26337992893004,4.46159420468083,5.46575600166624,5.07621999385309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2492",2492,2492,390,12,15,5,401,0,0,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,1,6,10,10,6,7,6,6,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35294117647059,8.17647058823529,8.11764705882353,6.11764705882353,7.88235294117647,5.76470588235294,6.17647058823529,5.05882352941176,0.470588235294118,0.944444444444444,8.62509932237955,10,10,6.06853298817952,5.6256419158006,4.25790783335824,6.07315863780189,5.30316880929569,31,25,1,1,42,4,1,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,4,35,0,25,20,0,20,0,1,6,6,3,6,6,3,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.88888888888889,6,6.36111111111111,4.5,6.33333333333333,3,4.44444444444444,5.22222222222222,0.166666666666667,0.0588235294117647,5.63644308613176,6.67604075749038,6.44851148991397,10,7.75147696689187,5.92057554673169,0,4.86775076257995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2493",2493,2493,390,12,15,6,402,0,1,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,1,6,10,8,6,7,6,6,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05882352941176,8.23529411764706,8.17647058823529,6.58823529411765,8.35294117647059,5.05882352941176,5.29411764705882,4.64705882352941,0.0588235294117647,0.944444444444444,5.26171883100647,7.67319117561337,4.49815776665583,5.31634499754171,8.57843290448722,1.087910506628,5.84570392473467,6.77804120099281,29,13,1,1,42,4,2,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,4,25,20,15,25,10,5,0,5,6,5,2,8,4,2,8,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,6,6.41666666666667,4.55555555555556,6.22222222222222,3.11111111111111,4.5,5.11111111111111,0.166666666666667,0.647058823529412,6.84376528605554,6.14450094828557,10,0,10,4.37952553922947,10,7.76992649258189,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2494",2494,2494,390,12,15,7,403,0,0,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,1,6,10,10,6,7,6,6,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82352941176471,8.05882352941176,7.88235294117647,6.11764705882353,7,5,5.29411764705882,5.17647058823529,0.117647058823529,0.944444444444444,6.97108504257868,9.82742732000356,8.78601888877949,8.58585233160073,7.53114161630763,6.5879711092981,6.60624178669396,5.05198076911495,22,25,6,6,42,5,3,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,4,20,25,20,15,5,15,0,3,3,4,2,7,6,3,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.77777777777778,6.16666666666667,6.47222222222222,4.55555555555556,6.27777777777778,3,4.44444444444444,5.44444444444444,0.166666666666667,0.647058823529412,6.88594367383431,0,6.951790085197,7.56791956571362,10,4.8461571425486,5.7332271300348,7.09053496874323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2495",2495,2495,390,12,15,8,404,1,0,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,1,8,10,10,6,7,6,6,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.29411764705882,8.23529411764706,7.58823529411765,6.94117647058824,7.29411764705882,5.88235294117647,6.76470588235294,5.88235294117647,0.588235294117647,0.944444444444444,8.27530539319802,7.26173949239326,8.28926434134582,7.11039471054847,7.87383678431707,6.96237890580429,1.29045720389399,10,23,25,1,4,42,5,2,10,5,8,10,8,8,9,7,9,8,4,5,8,7,8,6,3,7,4,25,14,25,25,3,8,1,2,9,7,6,6,1,6,9,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.83333333333333,5.83333333333333,6.30555555555556,4.33333333333333,6.33333333333333,3.27777777777778,4.27777777777778,5.05555555555556,0.111111111111111,0.705882352941177,5.09062023055422,6.58111285430343,4.52736717121409,3.14235585649165,5.70266075467853,6.2949283268274,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2496",2496,2496,390,12,15,9,405,0,0,30,26,1,10,42,4,3,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,4,10,20,20,10,10,30,1,4,8,6,6,6,6,4,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47058823529412,8.35294117647059,8.52941176470588,6.76470588235294,8.35294117647059,6.17647058823529,5.82352941176471,4.88235294117647,0.235294117647059,0.944444444444444,10,8.68301068192945,7.18705691545362,2.31167596486667,3.94848990913109,4.60643870099637,10,5.91972969698997,30,20,1,1,55,5,5,6,1,6,9,8,9,2,6,8,8,6,10,9,7,9,9,5,6,4,30,25,20,15,5,5,0,3,8,10,5,9,0,5,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77777777777778,5.88888888888889,6.13888888888889,4.38888888888889,6.16666666666667,3.33333333333333,4.33333333333333,5.27777777777778,0.166666666666667,0.235294117647059,3.68792664762265,2.64311262343201,6.33173935270245,1.71491607127182,5.38196569774105,2.56511099126862,0,7.62910695017476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
